OBJECTID,VALUE,A_3204,A_3242,A_3245,A_3252,A_3249,A_3260,A_4371,A_4362,A_4348,A_4332,A_4330,A_4328,A_4326,A_4310,A_4307,A_4350,A_4194,A_4181,A_4178,A_4174,A_4171,A_4168,A_4160,A_4157,A_4154,A_4151,A_4148,A_4146,A_4145,A_4142,A_4139,A_4128,A_4122,A_4115,A_4112,A_4110,A_4107,A_4102,A_4101,A_3979,A_3977,A_3942,A_3938,A_3935,A_3930,A_3926,A_3920,A_3914,A_3960,A_3956,A_3910,A_3879,A_3842,A_3847,A_3838,A_3826,A_3813,A_3808,A_3805,A_3801,A_8276,A_8274,A_8260,A_8248,A_8226,A_8223,A_8212,A_8206,A_8271,A_8190,A_8177,A_8172,A_8161,A_8150,A_8133,A_8129,A_8124,A_8118,A_8112,A_8101,A_8185,A_7994,A_7990,A_7981,A_7973,A_7969,A_7927,A_7910,A_7904,A_7810,A_7811,A_7881,A_7874,A_7869,A_7847,A_7836,A_7829,A_7824,A_7819,A_7815,A_7794,A_7778,A_7757,A_7748,A_7737,A_7712,A_7724,A_7701,A_8613,A_8615,A_8682,A_8671,A_8669,A_8662,A_8659,A_8657,A_8644,A_8629,A_8604,A_8601,A_8602,A_8603,A_7580,A_7579,A_7557,A_7546,A_7535,A_7524,A_7512,A_7508,A_7501,A_8989,A_8982,A_8978,A_8967,A_8934,A_8923,A_8910,A_8904,A_8897,A_8888,A_8884,A_8866,A_8850,A_8840,A_8820,A_8813,A_8806,A_8872,A_8801,A_8777,A_8769,A_8749,A_8741,A_8736,A_8719,A_8715,A_8711,A_8707,A_8705,A_8703,A_8701,A_8770,A_8771,A_9182,A_9164,A_9113,A_9148,A_9109,A_9193,A_9107,A_9108,A_9120,A_9132,A_9101,A_8593,A_8580,A_8575,A_8563,A_8554,A_8550,A_8534,A_8527,A_8519,A_8514,A_8509,A_8505,A_8503,A_8497,A_8483,A_8479,A_8475,A_8471,A_8455,A_8449,A_8443,A_8435,A_8430,A_8417,A_8413,A_8409,A_8405,A_7386,A_7375,A_7345,A_7331,A_7329,A_7326,A_7319,A_7315,A_7312,A_7301,A_7489,A_7483,A_7475,A_7440,A_7401,A_7273,A_7295,A_7284,A_7262,A_7251,A_7245,A_7226,A_7219,A_7213,A_7209,A_7201,A_7205,A_7187,A_7184,A_7179,A_7172,A_7161,A_7160,A_7154,A_7149,A_7135,A_7127,A_7115,A_7113,A_7108,A_6984,A_6973,A_6961,A_6950,A_6935,A_6930,A_6925,A_6908,A_6904,A_6901,A_6895,A_6883,A_6866,A_6860,A_6855,A_6837,A_6826,A_6819,A_6809,A_6807,A_6801,A_6780,A_6773,A_6754,A_6752,A_6749,A_6738,A_6724,A_6715,A_6706,A_6704,A_6701,A_6690,A_3330,A_3338,A_3342,A_3348,A_3353,A_3359,A_3380,A_1,A_2,A_3,A_4,A_5,A_6,A_7,A_8,A_9,A_10,A_11,A_12,A_13,A_14,A_15,A_6679,A_6664,A_6661,A_6647,A_6642,A_6637,A_6630,A_6625,A_6608,A_6616,A_6568,A_6558,A_6546,A_6536,A_6529,A_6518,A_6512,A_6504,A_6309,A_6360,A_6378,A_6361,A_6308,A_6296,A_6285,A_6262,A_6258,A_6250,A_6246,A_6237,A_6230,A_6219,A_6213,A_6204,A_6168,A_6146,A_6135,A_6124,A_6120,A_6119,A_6112,A_6111,A_6107,A_1876,A_1867,A_1847,A_1842,A_1830,A_1820,A_5950,A_5937,A_5930,A_5925,A_5913,A_5908,A_5979,A_5984,A_5969,A_5974,A_5990,A_5940,A_5795,A_5785,A_5777,A_5744,A_5719,A_5711,A_5656,A_5651,A_5645,A_5634,A_5623,A_5618,A_5610,A_5601,A_5581,A_5570,A_5566,A_5547,A_5518,A_5513,A_5510,A_5504,A_5501,A_5536,A_5525,A_5419,A_5480,A_5477,A_5475,A_5473,A_5456,A_5437,A_5425,A_5409,A_5405,A_5401,A_5302,A_5377,A_5370,A_5355,A_5352,A_5349,A_5325,A_5317,A_5313,A_5305,A_5301,A_5867,A_5833,A_5832,A_5894,A_5290,A_5277,A_5282,A_5272,A_5267,A_5262,A_5259,A_5257,A_5247,A_5245,A_5241,A_5236,A_5233,A_5229,A_5226,A_5223,A_5221,A_5219,A_5218,A_5215,A_5207,A_5203,A_5209,A_4814,A_4862,A_4839,A_4834,A_4909,A_4953,A_4952,A_4946,A_4942,A_4940,A_4937,A_4921,A_4917,A_4913,A_4915,A_9497,A_9490,A_9485,A_9480,A_9475,A_9469,A_9460,A_9450,A_9435,A_9422,A_9418,A_4720,A_4760,A_4756,A_4751,A_4747,A_4744,A_4735,A_4731,A_4726,A_4713,A_4668,A_4613,A_4620,A_4677,A_4657,A_4635,A_4624,A_4607,A_4562,A_4559,A_4542,A_4537,A_4534,A_4528,A_4525,A_4522,A_4504,A_4520,A_4501,A_4549,A_4288,A_4215,A_4216,A_4218,A_4219,A_4287,A_4230,A_4209,A_1545,A_1570,A_3648,A_3640,A_3609,A_3604,A_3651,A_3654,A_3649,A_3601,A_3410,A_3462,A_3469,A_3426,A_3449,A_3442,A_3418,A_3408,A_3413,A_3422,A_3301,A_3302,A_3310,A_3317,A_16
1,1,3530950,1880075,6319550,771650,4694075,554100,4485925,2010575,3094050,2465650,9017725,4071375,3361225,1311350,2058650,504675,878275,12101850,8738950,13890375,6172350,11570825,23883650,8456875,19467825,5937975,8238225,6629350,11532500,7126700,7593325,9056925,5049100,13060600,7660875,2828425,3813600,7611000,143400,2050725,7098025,6548650,3618975,3778400,4613525,1809975,3504225,6367625,5626425,5382650,495850,3303250,2781750,9889600,5166775,4086875,3012275,7025700,2975025,16975,5100750,8487500,3716475,7430250,6658500,3269400,5793800,3180725,6592525,4243475,4567675,6601350,5283725,3766025,4021275,7329400,8244025,2620300,4759550,426025,4954050,14724600,4909075,10236800,4429925,9852650,4324850,4346225,9083675,1130525,8012075,4491300,4748150,2914800,3972175,4301575,1785825,3316750,3768800,4064475,8156875,7909975,8102350,2569925,5286100,5554950,4665200,853225,1555775,1685800,9541700,6209350,2650850,4723375,4018100,2565525,6184025,1649725,4073350,1650275,475450,532250,3380750,6407650,2119025,3945900,2007400,6969225,2549175,2418450,937675,11615950,11582200,2641800,5236275,6044950,6544300,2649675,4080775,4077425,2725775,1879175,1403275,3928775,2989700,4050875,3022050,3702250,3725175,6663650,1476050,3932600,610150,758075,3092750,5512675,2833950,7056675,362000,887725,2288050,289125,4651450,2908450,3423600,2946750,3659275,2113300,3611175,11003400,8903850,1310225,5587300,8605600,1036925,4133550,2668700,3613150,6164150,3618500,3167300,4255100,6516500,1870850,4130025,2416200,1566800,1006600,1248525,12020800,1920625,1385000,3336700,1534575,2364700,2477175,1976550,2713000,3497375,2921325,2890150,2425500,5682375,6051725,7691325,3298125,7503525,7078150,2956950,6109500,1792750,490675,2598525,743725,5813275,1561775,343275,4902950,5211500,4862950,4901600,3512900,1945775,4446950,5814300,5577125,8533750,1677300,883650,1686400,3475850,3965225,4553450,824950,2449775,2199075,3217375,8364975,3638825,6025325,5949375,2197600,3268725,9141850,1876050,2048550,1949250,5741550,6708575,5166200,3110975,153450,4554650,1596825,3912275,2878025,3276300,1605675,2526700,4733900,4465650,1747475,231900,1020875,3118700,2636825,3280300,2573475,2331750,3583750,1900775,3319000,292825,205575,1657975,7697650,9014675,4289725,9871625,7393600,3645375,7830100,3435175,22774300,1220350,4079475,3258900,1962025,749525,6705825,1017325,0,138300,185325,5100,622675,179875,3705275,8236325,3224125,7498775,6794125,8404775,7906425,5392950,5242650,6284950,3099750,3278650,2680875,4149950,6772450,4352275,4353875,2204975,3838250,3953650,3769775,1042225,2009475,7391375,10291575,2306475,9296150,11069475,10915300,6873075,11275150,3988600,5984350,10250000,2457700,5088525,4801075,3857100,7280125,4006975,1355725,249950,6569500,3162425,6470300,9617125,6430450,6379375,2207675,4025500,3058125,2209550,2380400,11075900,6160625,3424025,2673050,7580925,4759875,3590475,12913150,5377200,3994575,5000100,4102700,8680050,4783675,1562425,6845575,2396650,4100675,6394400,9012225,466200,850275,4265225,4630925,5354200,4993825,5335700,6602600,868100,2136900,225250,5778325,5141975,7167450,6748075,8365425,9969925,1273100,6375700,7358700,9279250,5411750,3136775,614800,3130775,3547050,4815275,2681050,5255700,3637525,6421275,6081550,3784625,2133525,3561000,1087475,1498425,8035300,1527200,0,1735375,5319900,2473175,1552750,2453500,6042725,3370750,1370600,5861875,221000,107875,2072125,4663250,2729700,86325,6101425,263500,3677425,3652600,5316350,5560600,129925,2500450,6105475,3184950,10899000,5613200,1013500,7088650,2972600,5335675,2707500,9591950,4292825,400200,13075150,319175,6480500,621000,3801050,5535375,1417475,3202175,4112800,2675625,1877050,3161775,2254550,1272550,3251875,3259600,1401050,1721150,2555025,1758125,3628450,4425350,1867050,3555425,3217000,78400,6064775,6186650,6083075,3331525,3029425,2727400,2819750,5188550,4473725,5318400,7374275,4776100,6051900,1752100,3112050,83150,5978375,1155900,2255475,3872725,13150750,1651575,6032925,6194050,1109150,10628875,4878600,2481350,4446450,5997125,7310925,5647800,5800450,2197475,395675,1396800,2740525,11635900,6475350,7434250,5261225,7390400,10262575,3202025,10781400,11711325,8638375,4471400,13178200,166900
2,2,1652400,200400,451800,40625,1831075,975,284075,1248250,11450,511300,362900,365950,532050,431675,271825,0,0,102825,66725,354775,0,378250,1027825,26175,80825,36550,26950,77425,388450,60325,110275,727250,191900,23050,55550,0,155550,43600,0,140100,727750,882600,796925,72450,559950,209050,359650,1005700,175125,1221450,0,1784675,249475,1072825,0,1450,471475,1186800,417500,0,1619600,1267900,201250,381425,1899150,13475,689600,164050,1249100,2766950,3314925,3806775,2235050,3451775,1123775,1492825,2064575,2247050,612775,0,1413975,862550,581450,3782550,0,1261100,677475,6825,1007475,0,1550125,21400,179200,326500,641950,886725,0,978175,286800,1021300,1676150,389550,1663175,144600,704850,117400,191450,0,0,0,3496725,2555800,1158000,334525,7419575,55000,196650,117675,730625,0,0,4525,751550,2611925,321225,1167125,56000,5996825,438175,5316250,0,855100,1120450,153800,234750,2660725,1549100,13500,1377400,1369225,298550,117675,5400,480275,774725,1990400,46825,849125,81150,441625,0,38900,0,0,120150,384000,98625,1274225,0,0,0,0,94525,49325,396325,97250,626275,1658950,87225,353675,748700,733650,1052600,4038175,0,275850,1530325,41125,652650,137800,1434200,1640950,630425,891050,81900,956150,496425,48675,0,1699175,0,317525,29325,352725,97150,43400,153250,993325,74600,164250,42050,301900,1242625,4170875,2354200,1250425,6793100,3285875,2689225,1882500,306725,0,102325,0,1092400,21325,0,878725,1153400,1126575,573975,316675,223425,475700,1095950,2020775,1892175,1475,0,33600,45675,4075,482800,75,0,4150,415450,619600,1792575,2062325,1025825,158525,891775,1219475,136200,1037300,423300,1206050,1026525,1020050,534175,0,641175,10350,11175,495300,556050,90400,391575,555750,404300,30900,0,859400,2137250,30150,1567075,1198150,846950,911425,839775,4350425,0,200,0,1898125,1389900,64575,1200425,133550,559625,501550,749100,52625,2125,0,2775,0,3750,0,15425,0,0,0,0,0,0,183500,490600,566775,167650,521400,1227175,2381750,1430550,4750,236575,1442550,985725,245675,2000,4667525,247975,1830575,1241925,1071825,1329425,179550,91650,874675,20700,786400,0,103100,123900,1139650,61000,594750,283300,580400,1607350,3277250,797675,1103750,119675,603750,1078100,221500,0,3750100,334425,2665450,1080300,2062900,1429950,666225,512600,473275,449575,3400,362500,716325,1716975,410375,619425,964150,658175,1578525,4553175,805025,611500,355575,2855575,2549675,1050525,597650,592950,1465275,2005950,2997750,0,0,1772775,1071950,187000,1589550,2410300,877550,490350,10400,0,1341625,1081475,94150,1095500,1029500,218275,0,924050,1465550,1408450,845500,268650,0,2525,383100,1873200,52225,2547200,1650225,230775,1495775,1665975,1062825,2925,0,1489775,378875,442475,0,1423950,43500,14000,46875,283800,1224850,151600,1800,179175,0,0,0,11000,1397425,0,748450,0,202225,434175,131425,413800,0,1736075,1637325,3405975,5295800,169225,0,748025,57950,200600,461550,1485200,0,0,210425,0,619350,0,196925,1112050,31050,134250,901100,857200,345275,0,85325,1867825,378925,148100,350,109825,389325,366275,501500,296725,1429250,9975,23325,0,921200,560425,391400,1369750,561350,488100,59925,955450,537725,144125,792150,26825,1109900,453625,375,0,571800,462550,46450,76925,813850,0,185675,145800,181625,554700,1550,765300,4281425,6991150,5812400,9329450,7224025,4073200,0,241825,781375,5746475,1405275,2104525,990800,1611475,1625375,846400,4500700,922325,1306650,220600,442775,0
3,3,8135525,14088175,14813650,745850,10492575,21775,150300,163450,160025,471925,516075,646325,262500,37800,320650,0,1800,481950,74325,698225,221350,845475,148050,113000,4450250,498275,616350,764850,778200,84225,1105625,938725,671100,1121550,48925,0,587225,35625,0,968575,3357925,4394600,2612325,2988775,1383375,1411850,978150,3141325,3053300,1963600,250,162450,417375,1075900,47800,205375,332375,664850,1354900,0,1330350,683050,328400,73950,759350,34150,102775,542300,704425,1332650,4422350,14836675,2061400,1331500,2174900,848475,5347000,2249350,3981800,4800,2778950,445400,269025,184525,420950,1791550,119650,150825,815175,1325,7713725,6978800,7784300,1117000,8464625,5364175,959825,8787650,3482400,4060525,1273225,4922700,1316025,3278750,3507025,3067250,3039400,1850,10775,0,554575,1391700,340350,2331175,47175,144525,2051200,2892475,2455100,0,0,0,3674025,7988850,3201825,6039875,2074400,14153600,2597150,6193150,250,1376525,6112325,1350625,1447575,1219575,2028000,98900,796925,1011375,1457500,366025,329700,1079225,751575,1380150,451900,1953425,1823825,455525,869175,3904050,279300,1306700,2168125,3637000,1194250,3769450,214425,752975,2762500,0,3030175,1762575,10950625,7893075,4393100,6343875,12620500,13124150,11357200,2055725,9651275,18610125,7375,531350,875575,2896550,1305525,202125,1608150,2106375,1789225,641725,4595350,618875,602750,93275,1805800,9286825,2729075,3211000,4687000,5017600,1262900,8839700,4653875,7354550,7570900,4919100,1807375,2457025,4326125,1355300,7249425,8174100,25761275,3270750,303925,4037875,3666125,0,3056650,408375,5264600,1673325,17350,5831700,10605050,11934600,12988675,4170275,3947875,3646575,11276900,10284050,15733375,132550,425,6504800,14122700,13072100,12302625,175775,1950,4827500,20751475,19976075,20635250,18814675,18310000,13579650,4740925,4841050,2804375,1316525,1484350,5329150,4140000,3108000,2493375,0,9593525,1144025,3815200,2495400,4831450,3946925,3483150,3227450,2623750,1221650,25,7174450,17268225,6991925,6582475,9559975,8506200,16287850,5915050,14666075,39625,900,12235000,2559775,3669075,869175,1133500,1984775,998125,4139025,1269400,470100,74450,273200,27350,63225,801225,79850,334425,0,0,0,0,8525,0,7643200,30320425,5563675,15571825,12679450,12038650,24288000,12875150,12153650,14477625,10654125,17264000,6102250,10114525,24734150,13820900,13592750,7088250,2114725,3655800,952700,1072925,3357150,507150,874300,137200,629550,1671000,2605150,285950,894525,358650,1290225,1032425,10629125,11735525,9629400,14903800,11654625,9191350,4689150,5000,16586200,1601300,6543875,8191275,5786625,5326350,3358350,1222075,1386975,1085100,295300,1669075,1813325,874650,747400,1989125,1961750,1774075,2969400,9382425,5085700,7616600,11478625,12259325,11744550,2192300,7821625,3659175,6706500,6803700,17208650,8225,4600,4431125,739875,2625625,7796725,4673000,10166275,959175,1027250,800,2022750,4297500,3019725,8387925,7513125,10279150,3425,7595825,11790100,7739025,3531925,2549425,975,4114550,12326000,8086300,11735950,12254375,9439675,13943225,9602475,14062500,13139325,3056450,557325,1165725,2206625,2118850,0,600375,5563750,2981625,999325,3142275,4485300,1364500,0,1545250,0,0,86875,1708475,2699425,0,3316725,3625,2481825,8437875,12437575,5658075,0,966000,3205325,1989725,6477800,3716850,36050,4723225,2504550,1726400,1098875,4558950,3534550,0,5011850,0,7938550,3443875,13945025,8194550,296225,8280700,4801250,6561075,6613425,73650,8446225,9125250,7127350,19991225,9815400,8637100,7887400,10560600,11395550,19198875,12482325,1358550,51200,0,4427750,1442700,4766425,10121500,5878375,1545075,2761850,10189550,2882300,398350,1970950,1633000,388525,1153425,3610350,0,1482500,76425,9175,435975,1442950,165625,361125,1165000,399025,1153900,89750,6995400,14416150,16632750,22160925,19694175,14177900,15521625,87925,625100,2316800,13248325,6542200,1819750,2736625,3522225,4466750,5293625,11668775,4392775,1691550,3412900,1254275,650
4,4,8727575,4801200,10796025,1257275,7770425,566275,4296050,4139000,3391700,3501225,3812300,4182700,2285275,1390500,2489025,103900,793500,3586550,1142175,2693875,1456050,3555875,5522925,798700,5217275,2473325,2352050,3399475,3083050,2445925,4598400,1930400,1587550,1777725,1161525,2925900,1987275,1621375,82850,1868000,6022375,6109300,2640650,4572075,6328100,936800,2578850,5002200,5302300,3763775,51700,12344300,6107825,5618200,9047950,9461725,5147550,23403525,2905800,511800,5284500,3410725,2670400,3331125,3457425,1955375,5200225,2782500,6577025,4476625,10048475,7340800,2910875,6575300,3114850,3294550,7105800,2549175,3521700,216075,5608050,3460600,1876575,4410775,2150650,7268300,1265150,1842050,4276775,184175,9193325,3753825,10635725,4157325,5341025,5601150,3104875,4336075,6308000,4225425,3616850,3322975,5965725,2258250,3569450,4081300,4992575,282300,894775,1660175,6086250,5162575,1628450,4072375,4353975,3961025,17294450,1338775,5445650,95800,202575,175750,1551600,4844650,2102550,1879775,1279100,7413025,1437000,2275725,61575,3932250,6725675,1568500,3641025,5128750,3340875,356100,3373600,4370025,4640500,1696875,924675,4232550,533300,2545375,2077250,2395975,3482975,3369100,935450,1914100,336400,397300,1275625,2216450,2632825,1941925,853675,134025,1311150,21025,3318725,934525,8510375,10523575,2997750,3504325,6260900,9658675,8395700,667650,8803000,11386825,504150,3247375,843950,3612025,2585425,2280275,7574875,1727200,2854350,654875,3960450,743725,2196600,1687450,1743675,6045975,2386125,4061975,1639125,2277800,2187025,3667075,2483300,3792625,3140150,2259650,2617950,1341625,10270525,8671400,10864100,5927900,14395000,12680175,2497600,13726650,3574550,202125,2956450,782550,10630475,1943400,9025,2616825,7069050,5732850,7756075,5098275,2632850,4218500,10505225,7116075,14325925,34300,30075,4477075,9309050,4010475,5249450,155950,323525,1792375,4229075,8191475,3845750,8130275,6381475,2900250,2709400,9201975,2935200,2073150,2890575,7296875,5323300,6178750,2408425,57825,4315825,2764375,3242175,2544125,2412725,3580050,4382775,2856075,2171850,1486100,200250,1761250,4178575,5548450,6035125,3998850,2402325,5520875,3697250,4928675,38000,155525,4023050,5820350,4789200,2165125,5688750,3567050,1919100,4108175,1944325,8605450,741100,4918875,3882600,475375,1888325,3679375,2912275,14728750,4274650,228975,33800,170575,9750,3490150,12757750,8294000,13988325,5531825,10090350,11734225,9377400,10990750,10051200,5386025,4584000,3687175,4261850,5490000,8874875,8436575,2884075,4384575,2006750,1740450,767900,2000225,1268775,2849700,391025,1469750,2587500,2828275,1678425,4039900,2757750,2334075,4115925,3926250,6266175,5778325,6674025,11045750,7451425,2556950,398900,13523300,2452750,3314175,4897575,2991925,5780875,5462600,1874300,1934075,1399525,3289400,4062600,2966375,1456000,1756575,3548100,4394825,1865750,7328500,8827975,3376425,7319150,4420450,9241700,7110675,1486200,5759525,2117975,3481800,5990450,11260825,41800,676725,5342025,2014300,6125300,4069600,5989050,7365750,2043350,2200500,152125,4493550,2352650,6109350,11105250,7249525,9508425,118475,4352275,4109175,8490350,3306300,2930000,71900,9505550,5970000,9510300,1952875,2773575,6960300,7321575,8244100,4528675,2043825,3014625,1101375,536625,12063650,3387250,6050,821500,2129075,4544250,1287150,2646275,4518350,3002500,418925,2167600,104625,92625,1589125,3642325,1931300,21750,3971250,11700,5060825,6032325,5962050,2304700,36600,2261200,6261100,4822250,8850250,6949825,1218150,4114100,3575450,8458350,3237200,15418775,4536800,171800,10456475,7550,9629800,2298350,10111800,20605725,488350,6474425,5857625,7106925,8144825,1951350,8017100,2560525,3215075,2349575,1206500,2584800,3051925,901250,3170050,6151650,1794275,3215800,3564300,7070350,5891975,7355825,4021900,7778075,3293400,3847975,3597325,8593650,6549400,1288650,4676850,3225550,4413825,1772400,4911300,231350,5128350,1012450,1066900,2140400,4810325,1757050,1545075,2161650,832800,3563600,3157350,2973300,6121950,6999450,8416700,11665625,8411000,4792150,96550,2208300,5084225,12451675,8329900,4859825,6727800,8069675,8377225,3273150,18579350,4810950,4306125,2940525,5135125,254425
5,5,56950,129250,57700,9900,51500,0,418850,1312725,313050,486850,1462400,1700375,561975,509625,455000,1800,0,3114025,0,4325,0,839800,115075,0,243200,367225,145550,166325,129750,94300,48150,743950,0,0,0,0,25050,861100,0,13375,63750,59975,146400,255975,348550,77600,250650,332750,80625,0,0,1072550,87300,496375,358800,1069850,309050,406600,1810550,0,3033050,1006400,177825,678550,1217900,1070425,5651850,756275,1194200,1684675,158900,25800,23175,0,48275,851225,316825,81200,17850,0,323350,34875,0,518400,169325,158300,28425,0,148700,6275,3709775,595150,240625,505925,355500,867350,346750,361850,589175,44250,66100,254750,107975,1325,61850,1550,86500,0,0,47625,38125,1026550,23050,16775,411550,0,64275,150000,0,0,0,0,103475,159200,17825,49100,142850,151825,375,134300,0,173450,58400,52875,0,90350,330125,131575,1199400,2841525,606325,710000,2830825,7332025,84750,852175,978100,824550,2208725,4388425,538525,599675,0,59800,127150,1656250,883650,838625,154600,116900,256825,0,423425,396575,0,127150,324600,15750,0,70925,296350,0,0,0,0,9125,87900,22625,44275,92750,96900,120325,81300,626150,0,258825,100525,25350,137000,225,0,0,59025,0,0,0,11975,0,2825,0,62025,50,949425,718925,641075,182450,980325,162725,110825,760625,2478325,0,68875,33725,1281725,250450,0,205725,21725,373825,73475,2094425,60625,315100,846700,1551575,514825,0,0,18200,151025,376575,63950,2950,250,8725,496150,425550,21475,121350,72425,178025,790925,980700,324975,687925,1409925,1259700,632725,122150,1642725,6025,289675,153475,369450,497225,117700,292075,658750,592775,364450,78825,50,196100,38400,0,224850,544675,289200,31275,58750,361575,0,0,100750,64675,402475,35675,23050,319925,1926225,123550,571375,0,0,0,475,72000,0,1250,0,0,0,0,0,0,0,11150,204600,413825,2666225,551575,2091100,803125,942550,294225,1318050,31525,228175,14525,24675,29750,94000,28700,68100,945050,3045475,4178600,2178275,1527925,624200,2219875,450100,638700,41325,116275,564750,830225,242100,1626550,1849250,230975,300800,249650,96700,479600,232025,97775,0,1116700,196300,533550,1597225,791850,768300,384725,133825,48975,510700,181075,248825,199775,213575,97075,793450,14150,548050,1129550,1396700,146100,335300,135925,1205250,610475,46775,340025,47400,2315375,224000,69700,0,10275,2797950,2059125,1447275,779525,1535100,2828875,619125,410075,0,1165825,698825,260575,1908200,298650,265700,0,209800,8975,112225,136350,345750,0,502000,168075,592050,49725,238900,277925,170100,1167925,198200,34175,22025,1975,3950,865600,46925,0,0,134725,2675,42200,170375,247825,0,0,43800,0,0,0,283700,0,0,216950,0,5750,0,12600,421175,0,443900,178350,313550,904200,1195900,0,117125,2831075,542050,255525,4347875,40625,0,1193050,0,555325,5025,334425,273900,0,0,60425,59125,1325,0,43675,0,0,0,5425,105175,18800,47500,25750,0,55425,75550,75,0,63550,26350,74225,104675,57900,89150,612575,416400,48775,48175,333950,190825,839475,142675,8985300,0,144300,102575,0,36575,16500,107150,78525,16550,177550,251600,0,185900,1035825,1889300,916650,1741450,1106850,1361325,0,21425,1248850,1655900,708150,1346775,0,806275,3385925,610325,113550,0,564800,214775,147225,0
6,6,0,100225,0,0,0,0,909675,2971150,8525,2590300,274225,244875,38800,75350,1010750,0,16825,5269300,554750,1941475,1426925,955125,2342975,393450,813950,2706350,1091150,2229375,1086125,1507675,1376575,1143725,224125,2173175,271100,0,1167325,79550,0,31925,900,0,0,294400,47875,0,501250,122400,114775,1007600,0,7251950,3436100,8546725,896450,3649800,5085600,6794325,6655100,0,2267325,468300,1088100,682000,909725,101350,168500,1065775,569600,2021725,2024550,2443000,1621675,543125,678750,722650,218125,286750,263950,0,1407625,4039325,4258525,9965575,1255375,5247575,3587500,319050,2610225,0,79775,628725,760600,0,340600,40000,0,244550,1508700,247725,169450,0,114725,0,247550,23175,0,0,1234700,7900,7136500,3018175,3398125,4918575,2622375,1691875,649850,355025,5261700,13900,0,0,0,243650,44525,140675,7550,2178550,0,14325,0,1326100,2838950,955275,1690925,3378650,5008500,23200,2427425,2692175,744175,3438225,81925,615575,1100825,2977475,1603525,1550875,7096850,3923775,11825,0,0,200,103725,14200,725050,0,18725,0,0,0,201450,177325,0,2925,0,0,0,21050,614825,0,4100,0,0,2684350,2674700,5008500,4433800,4941475,4373150,6147200,12245000,3717700,3731075,8375925,5765950,74725,13975,0,350375,17650,34100,0,495650,25625,0,0,27200,0,153225,11325,7455375,9437800,12155075,10817025,15387625,7359850,3431025,23108200,3900650,1750,28200,0,138800,0,0,299350,286000,867425,1184675,97200,202000,1715225,1065675,524850,344325,0,0,102475,1511350,345350,1120750,5900,0,0,4375,256625,53425,0,207100,187900,397425,907400,5200,229975,0,691875,211875,353775,91450,0,67950,63175,86800,0,0,0,122400,45375,0,68400,0,0,0,5225,546950,2650,100600,0,128675,0,0,0,0,0,63475,240625,1089800,3600,65425,29750,428475,2403525,0,0,0,0,4775,0,0,0,0,0,0,0,0,41300,587075,2300375,2016575,253150,5775900,44025,2491325,1080650,2091025,0,0,0,0,0,712050,43550,0,382475,754650,379400,0,19125,0,392350,13325,60575,1330725,768775,118350,213500,181425,575975,1126275,35925,62750,282750,0,90475,44675,0,0,559850,0,713400,3900,0,525,0,158550,529075,0,971350,2309250,182550,309725,393600,89925,54050,835025,794300,3562275,1828975,1726775,1354050,3203275,4199500,0,401275,135950,225750,126125,320825,0,0,169300,10000,1382525,8475,670600,733625,0,2748975,0,655375,32625,17925,0,0,18450,0,0,123625,305950,34025,70100,0,0,143800,0,0,146125,0,27800,92850,0,74275,105650,0,171150,987500,1396550,0,0,0,47875,29050,0,53950,195550,35250,20875,0,0,8575,2532300,0,0,4325,0,58700,0,30225,407725,2975,1475,0,0,32600,562200,0,103550,9550,182225,69275,1239075,15750,25,428475,0,809375,180600,0,975800,37725,339200,110050,432000,0,0,50825,0,0,0,0,0,0,0,0,0,0,1350,182925,0,1290625,2892900,0,69700,208600,970000,532525,3401600,7507825,172725,1130425,2301225,188025,747275,118125,0,1077900,213900,156325,610225,1025775,215025,1777625,111425,62275,787400,3275,443125,3018775,4090500,4886475,10744700,4374675,892750,3125,480525,2647950,18904850,758750,2396150,6192175,3189275,2591825,4437725,10710800,47050,190175,371675,2931525,2175
