"Laikotarpis","Rodiklis","Administracinė teritorija","Gyvulių ir paukščių rūšys","Matavimo vienetai","Reikšmė"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Jonavos r. sav.","Galvijai, iš viso","vnt.","5493"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Kaišiadorių r. sav.","Galvijai, iš viso","vnt.","5303"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Kauno m. sav.","Galvijai, iš viso","vnt.","684"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Kauno r. sav.","Galvijai, iš viso","vnt.","12516"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Kėdainių r. sav.","Galvijai, iš viso","vnt.","16128"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Prienų r. sav.","Galvijai, iš viso","vnt.","11438"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Raseinių r. sav.","Galvijai, iš viso","vnt.","17739"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Klaipėdos apskritis","Galvijai, iš viso","vnt.","78779"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Klaipėdos m. sav.","Galvijai, iš viso","vnt.",
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Klaipėdos r. sav.","Galvijai, iš viso","vnt.","13114"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Kretingos r. sav.","Galvijai, iš viso","vnt.","7004"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Neringos sav.","Galvijai, iš viso","vnt.",
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Palangos m. sav.","Galvijai, iš viso","vnt.",
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Skuodo r. sav.","Galvijai, iš viso","vnt.","21659"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Šilutės r. sav.","Galvijai, iš viso","vnt.","37002"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Marijampolės apskritis","Galvijai, iš viso","vnt.","62679"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Kalvarijos sav.","Galvijai, iš viso","vnt.","8142"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Kazlų Rūdos sav.","Galvijai, iš viso","vnt.","3836"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Marijampolės sav.","Galvijai, iš viso","vnt.","15188"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Marijampolės r. sav.","Galvijai, iš viso","vnt.",
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Šakių r. sav.","Galvijai, iš viso","vnt.","22552"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Vilkaviškio r. sav.","Galvijai, iš viso","vnt.","12961"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Panevėžio apskritis","Galvijai, iš viso","vnt.","67216"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Biržų r. sav.","Galvijai, iš viso","vnt.","11410"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Kupiškio r. sav.","Galvijai, iš viso","vnt.","8232"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Panevėžio m. sav.","Galvijai, iš viso","vnt.",
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Panevėžio r. sav.","Galvijai, iš viso","vnt.","17100"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Pasvalio r. sav.","Galvijai, iš viso","vnt.","21449"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Rokiškio r. sav.","Galvijai, iš viso","vnt.","9025"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Šiaulių apskritis","Galvijai, iš viso","vnt.","85163"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Akmenės r. sav.","Galvijai, iš viso","vnt.","4189"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Joniškio r. sav.","Galvijai, iš viso","vnt.","9287"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Kelmės r. sav.","Galvijai, iš viso","vnt.","23747"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Pakruojo r. sav.","Galvijai, iš viso","vnt.","19335"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Radviliškio r. sav.","Galvijai, iš viso","vnt.","14586"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Šiaulių m. sav.","Galvijai, iš viso","vnt.","9"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Šiaulių r. sav.","Galvijai, iš viso","vnt.","14010"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Tauragės apskritis","Galvijai, iš viso","vnt.","95599"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Jurbarko r. sav.","Galvijai, iš viso","vnt.","11513"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Pagėgių sav.","Galvijai, iš viso","vnt.","19152"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Šilalės r. sav.","Galvijai, iš viso","vnt.","42943"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Tauragės r. sav.","Galvijai, iš viso","vnt.","21991"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Telšių apskritis","Galvijai, iš viso","vnt.","67523"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Mažeikių r. sav.","Galvijai, iš viso","vnt.","10408"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Plungės r. sav.","Galvijai, iš viso","vnt.","22578"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Rietavo sav.","Galvijai, iš viso","vnt.","8084"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Telšių r. sav.","Galvijai, iš viso","vnt.","26453"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Utenos apskritis","Galvijai, iš viso","vnt.","41799"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Anykščių r. sav.","Galvijai, iš viso","vnt.","12122"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Ignalinos r. sav.","Galvijai, iš viso","vnt.","5025"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Molėtų r. sav.","Galvijai, iš viso","vnt.","8225"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Utenos r. sav.","Galvijai, iš viso","vnt.","10705"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Visagino sav.","Galvijai, iš viso","vnt.",
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Zarasų r. sav.","Galvijai, iš viso","vnt.","5722"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Lietuvos Respublika","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","58647"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Sostinės regionas","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","2851"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Vilniaus apskritis","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","2851"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Elektrėnų sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","197"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Šalčininkų r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","857"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Širvintų r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","400"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Švenčionių r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","214"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Trakų r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","224"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Ukmergės r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","569"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Vilniaus m. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.",
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Vilniaus r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","390"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Vidurio ir vakarų Lietuvos regionas","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","55796"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Alytaus apskritis","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","3591"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Alytaus m. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.",
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Alytaus r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","1603"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Druskininkų sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","43"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Lazdijų r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","1478"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Varėnos r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","467"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Kauno apskritis","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","6338"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Birštono sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","32"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Jonavos r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","320"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Kaišiadorių r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","670"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Kauno m. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.",
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Kauno r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","1151"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Kėdainių r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","1946"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Prienų r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","1071"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Raseinių r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","1148"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Klaipėdos apskritis","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","7679"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Klaipėdos m. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.",
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Klaipėdos r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","1444"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Kretingos r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","744"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Neringos sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.",
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Palangos m. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.",
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Skuodo r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","2312"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Šilutės r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","3179"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Marijampolės apskritis","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","4426"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Kalvarijos sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","712"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Kazlų Rūdos sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","257"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Marijampolės sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","987"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Marijampolės r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.",
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Šakių r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","806"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Vilkaviškio r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","1664"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Panevėžio apskritis","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","4444"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Biržų r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","685"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Kupiškio r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","668"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Panevėžio m. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.",
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Panevėžio r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","1363"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Pasvalio r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","997"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Rokiškio r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","731"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Šiaulių apskritis","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","7827"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Akmenės r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","216"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Joniškio r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","539"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Kelmės r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","2957"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Pakruojo r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","1169"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Radviliškio r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","1155"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Šiaulių m. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.",
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Šiaulių r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","1791"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Tauragės apskritis","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","10318"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Jurbarko r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","716"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Pagėgių sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","1607"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Šilalės r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","5887"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Tauragės r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","2108"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Telšių apskritis","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","7553"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Mažeikių r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","1113"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Plungės r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","2769"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Rietavo sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","1127"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Telšių r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","2544"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Utenos apskritis","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","3620"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Anykščių r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","1109"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Ignalinos r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","262"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Molėtų r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","797"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Utenos r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","919"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Visagino sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.",
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Zarasų r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","533"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Lietuvos Respublika","Buliukai veislei iki 1 metų","vnt.","24199"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Sostinės regionas","Buliukai veislei iki 1 metų","vnt.","1208"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Vilniaus apskritis","Buliukai veislei iki 1 metų","vnt.","1208"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Elektrėnų sav.","Buliukai veislei iki 1 metų","vnt.","63"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Šalčininkų r. sav.","Buliukai veislei iki 1 metų","vnt.","217"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Širvintų r. sav.","Buliukai veislei iki 1 metų","vnt.","207"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Švenčionių r. sav.","Buliukai veislei iki 1 metų","vnt.","67"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Trakų r. sav.","Buliukai veislei iki 1 metų","vnt.","70"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Ukmergės r. sav.","Buliukai veislei iki 1 metų","vnt.","382"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Vilniaus m. sav.","Buliukai veislei iki 1 metų","vnt.","1"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Vilniaus r. sav.","Buliukai veislei iki 1 metų","vnt.","201"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Vidurio ir vakarų Lietuvos regionas","Buliukai veislei iki 1 metų","vnt.","22991"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Alytaus apskritis","Buliukai veislei iki 1 metų","vnt.","1040"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Alytaus m. sav.","Buliukai veislei iki 1 metų","vnt.",
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Alytaus r. sav.","Buliukai veislei iki 1 metų","vnt.","400"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Druskininkų sav.","Buliukai veislei iki 1 metų","vnt.","48"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Lazdijų r. sav.","Buliukai veislei iki 1 metų","vnt.","471"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Varėnos r. sav.","Buliukai veislei iki 1 metų","vnt.","121"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Kauno apskritis","Buliukai veislei iki 1 metų","vnt.","2109"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Birštono sav.","Buliukai veislei iki 1 metų","vnt.","26"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Jonavos r. sav.","Buliukai veislei iki 1 metų","vnt.","406"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Kaišiadorių r. sav.","Buliukai veislei iki 1 metų","vnt.","271"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Kauno m. sav.","Buliukai veislei iki 1 metų","vnt.","121"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Kauno r. sav.","Buliukai veislei iki 1 metų","vnt.","194"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Kėdainių r. sav.","Buliukai veislei iki 1 metų","vnt.","190"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Prienų r. sav.","Buliukai veislei iki 1 metų","vnt.","435"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Raseinių r. sav.","Buliukai veislei iki 1 metų","vnt.","466"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Klaipėdos apskritis","Buliukai veislei iki 1 metų","vnt.","4218"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Klaipėdos m. sav.","Buliukai veislei iki 1 metų","vnt.",
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Klaipėdos r. sav.","Buliukai veislei iki 1 metų","vnt.","989"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Kretingos r. sav.","Buliukai veislei iki 1 metų","vnt.","152"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Neringos sav.","Buliukai veislei iki 1 metų","vnt.",
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Palangos m. sav.","Buliukai veislei iki 1 metų","vnt.",
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Skuodo r. sav.","Buliukai veislei iki 1 metų","vnt.","551"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Šilutės r. sav.","Buliukai veislei iki 1 metų","vnt.","2526"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Marijampolės apskritis","Buliukai veislei iki 1 metų","vnt.","1172"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Kalvarijos sav.","Buliukai veislei iki 1 metų","vnt.","151"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Kazlų Rūdos sav.","Buliukai veislei iki 1 metų","vnt.","70"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Marijampolės sav.","Buliukai veislei iki 1 metų","vnt.","301"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Marijampolės r. sav.","Buliukai veislei iki 1 metų","vnt.",
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Šakių r. sav.","Buliukai veislei iki 1 metų","vnt.","258"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Vilkaviškio r. sav.","Buliukai veislei iki 1 metų","vnt.","392"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Panevėžio apskritis","Buliukai veislei iki 1 metų","vnt.","2034"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Biržų r. sav.","Buliukai veislei iki 1 metų","vnt.","215"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Kupiškio r. sav.","Buliukai veislei iki 1 metų","vnt.","310"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Panevėžio m. sav.","Buliukai veislei iki 1 metų","vnt.",
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Panevėžio r. sav.","Buliukai veislei iki 1 metų","vnt.","261"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Pasvalio r. sav.","Buliukai veislei iki 1 metų","vnt.","822"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Rokiškio r. sav.","Buliukai veislei iki 1 metų","vnt.","426"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Šiaulių apskritis","Buliukai veislei iki 1 metų","vnt.","3196"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Akmenės r. sav.","Buliukai veislei iki 1 metų","vnt.","615"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Joniškio r. sav.","Buliukai veislei iki 1 metų","vnt.","252"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Kelmės r. sav.","Buliukai veislei iki 1 metų","vnt.","830"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Pakruojo r. sav.","Buliukai veislei iki 1 metų","vnt.","624"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Radviliškio r. sav.","Buliukai veislei iki 1 metų","vnt.","424"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Šiaulių m. sav.","Buliukai veislei iki 1 metų","vnt.","1"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Šiaulių r. sav.","Buliukai veislei iki 1 metų","vnt.","450"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Tauragės apskritis","Buliukai veislei iki 1 metų","vnt.","3894"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Jurbarko r. sav.","Buliukai veislei iki 1 metų","vnt.","405"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Pagėgių sav.","Buliukai veislei iki 1 metų","vnt.","856"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Šilalės r. sav.","Buliukai veislei iki 1 metų","vnt.","1819"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Tauragės r. sav.","Buliukai veislei iki 1 metų","vnt.","814"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Telšių apskritis","Buliukai veislei iki 1 metų","vnt.","3142"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Mažeikių r. sav.","Buliukai veislei iki 1 metų","vnt.","380"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Plungės r. sav.","Buliukai veislei iki 1 metų","vnt.","1412"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Rietavo sav.","Buliukai veislei iki 1 metų","vnt.","151"
"2022","Gyvulių ir paukščių skaičius metų pradžioje","Telšių r. sav.","Buliukai veislei iki 1 metų","vnt.","1199"
