"Laikotarpis","Rodiklis","Administracinė teritorija","Žemės ūkio augalai","Ūkio tipas","Matavimo vienetai","Reikšmė"
"2023","Žemės ūkio augalų derlingumas","Lietuvos Respublika","Grūdiniai augalai","Visi ūkiai","t iš 1 hektaro","3.97"
"2023","Žemės ūkio augalų derlingumas","Lietuvos Respublika","Javai","Visi ūkiai","t iš 1 hektaro","4.19"
"2023","Žemės ūkio augalų derlingumas","Lietuvos Respublika","Žieminiai javai","Visi ūkiai","t iš 1 hektaro","4.74"
"2023","Žemės ūkio augalų derlingumas","Lietuvos Respublika","Žieminiai kviečiai","Visi ūkiai","t iš 1 hektaro","4.97"
"2023","Žemės ūkio augalų derlingumas","Lietuvos Respublika","Žieminiai kvietrugiai","Visi ūkiai","t iš 1 hektaro","3.18"
"2023","Žemės ūkio augalų derlingumas","Lietuvos Respublika","Žieminiai rugiai","Visi ūkiai","t iš 1 hektaro","2.38"
"2023","Žemės ūkio augalų derlingumas","Lietuvos Respublika","Žieminiai miežiai","Visi ūkiai","t iš 1 hektaro","3.98"
"2023","Žemės ūkio augalų derlingumas","Lietuvos Respublika","Vasariniai javai","Visi ūkiai","t iš 1 hektaro","2.79"
"2023","Žemės ūkio augalų derlingumas","Lietuvos Respublika","Vasariniai kviečiai","Visi ūkiai","t iš 1 hektaro","2.93"
"2023","Žemės ūkio augalų derlingumas","Lietuvos Respublika","Vasariniai miežiai","Visi ūkiai","t iš 1 hektaro","3.40"
"2023","Žemės ūkio augalų derlingumas","Lietuvos Respublika","Vasariniai kvietrugiai","Visi ūkiai","t iš 1 hektaro","2.52"
"2023","Žemės ūkio augalų derlingumas","Lietuvos Respublika","Vasariniai rugiai","Visi ūkiai","t iš 1 hektaro","1.23"
"2023","Žemės ūkio augalų derlingumas","Lietuvos Respublika","Avižos","Visi ūkiai","t iš 1 hektaro","2.12"
"2023","Žemės ūkio augalų derlingumas","Lietuvos Respublika","Grikiai","Visi ūkiai","t iš 1 hektaro","0.86"
"2023","Žemės ūkio augalų derlingumas","Lietuvos Respublika","Varpinių mišiniai","Visi ūkiai","t iš 1 hektaro","2.58"
"2023","Žemės ūkio augalų derlingumas","Lietuvos Respublika","Kukurūzai","Visi ūkiai","t iš 1 hektaro","8.12"
"2023","Žemės ūkio augalų derlingumas","Lietuvos Respublika","Kiti javai","Visi ūkiai","t iš 1 hektaro","1.23"
"2023","Žemės ūkio augalų derlingumas","Lietuvos Respublika","Ankštiniai augalai","Visi ūkiai","t iš 1 hektaro","2.19"
"2023","Žemės ūkio augalų derlingumas","Lietuvos Respublika","Žirniai","Visi ūkiai","t iš 1 hektaro","2.10"
"2023","Žemės ūkio augalų derlingumas","Lietuvos Respublika","Valgomieji žirniai grūdams","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Lietuvos Respublika","Pašariniai žirniai grūdams","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Lietuvos Respublika","Pupos","Visi ūkiai","t iš 1 hektaro","2.37"
"2023","Žemės ūkio augalų derlingumas","Lietuvos Respublika","Vikiai","Visi ūkiai","t iš 1 hektaro","1.01"
"2023","Žemės ūkio augalų derlingumas","Lietuvos Respublika","Ankštinių augalų mišiniai grūdams","Visi ūkiai","t iš 1 hektaro","1.89"
"2023","Žemės ūkio augalų derlingumas","Lietuvos Respublika","Lubinai","Visi ūkiai","t iš 1 hektaro","1.25"
"2023","Žemės ūkio augalų derlingumas","Lietuvos Respublika","Saldieji lubinai","Visi ūkiai","t iš 1 hektaro","1.25"
"2023","Žemės ūkio augalų derlingumas","Lietuvos Respublika","Linai (pluoštiniai ir sėmeniniai), pasėliai","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Lietuvos Respublika","Pluoštiniai linai, pasėliai","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Lietuvos Respublika","Pluoštiniai linai, pluoštas","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Lietuvos Respublika","Sėmeniniai linai","Visi ūkiai","t iš 1 hektaro","0.90"
"2023","Žemės ūkio augalų derlingumas","Lietuvos Respublika","Linų sėmenys (pluoštinių ir sėmeninių linų)","Visi ūkiai","t iš 1 hektaro","0.90"
"2023","Žemės ūkio augalų derlingumas","Lietuvos Respublika","Pluoštiniai linai, sėmenys","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Lietuvos Respublika","Cukriniai runkeliai (perdirbimui)","Visi ūkiai","t iš 1 hektaro","72.19"
"2023","Žemės ūkio augalų derlingumas","Lietuvos Respublika","Rapsai","Visi ūkiai","t iš 1 hektaro","2.67"
"2023","Žemės ūkio augalų derlingumas","Lietuvos Respublika","Žieminiai rapsai","Visi ūkiai","t iš 1 hektaro","2.70"
"2023","Žemės ūkio augalų derlingumas","Lietuvos Respublika","Vasariniai rapsai","Visi ūkiai","t iš 1 hektaro","1.38"
"2023","Žemės ūkio augalų derlingumas","Lietuvos Respublika","Kiti aliejiniai augalai (garstyčios, saulėgrąžos ir kt.; išskyrus pluoštinių kanapių sėklas)","Visi ūkiai","t iš 1 hektaro","0.71"
"2023","Žemės ūkio augalų derlingumas","Lietuvos Respublika","Sojos","Visi ūkiai","t iš 1 hektaro","1.38"
"2023","Žemės ūkio augalų derlingumas","Lietuvos Respublika","Aromatiniai, medicininiai, prieskoniniai augalai (išskyrus kmynus, pluoštinių kanapių žiedus, lapelius)","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Lietuvos Respublika","Kmynai","Visi ūkiai","t iš 1 hektaro","0.64"
"2023","Žemės ūkio augalų derlingumas","Lietuvos Respublika","Kiti augalai, skirti energetiniams ir pramonės tikslams","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Lietuvos Respublika","Kiti augalai, skirti pramonės tikslams","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Lietuvos Respublika","Kiti augalai, skirti energetiniams tikslams (drambliažolė, nendriniai dryžučiai ir kt.)","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Lietuvos Respublika","Pluoštinės kanapės, pasėliai","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Lietuvos Respublika","Žaliavinės pluoštinių kanapių dalys","Visi ūkiai","t iš 1 hektaro","2.69"
"2023","Žemės ūkio augalų derlingumas","Lietuvos Respublika","Pluoštinių kanapių sėklos","Visi ūkiai","t iš 1 hektaro","0.96"
"2023","Žemės ūkio augalų derlingumas","Lietuvos Respublika","Pluoštinių kanapių žiedai, lapeliai","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Lietuvos Respublika","Braškės","Visi ūkiai","t iš 1 hektaro","2.44"
"2023","Žemės ūkio augalų derlingumas","Lietuvos Respublika","Daržovės, iš viso","Visi ūkiai","t iš 1 hektaro","18.08"
"2023","Žemės ūkio augalų derlingumas","Lietuvos Respublika","Viso pomidorų (lauko ir šiltnamių)","Visi ūkiai","t iš 1 hektaro","15.86"
"2023","Žemės ūkio augalų derlingumas","Lietuvos Respublika","Viso agurkų (lauko ir šiltnamių)","Visi ūkiai","t iš 1 hektaro","25.01"
"2023","Žemės ūkio augalų derlingumas","Lietuvos Respublika","Šiltnamių daržovės","Visi ūkiai","t iš 1 hektaro","54.19"
"2023","Žemės ūkio augalų derlingumas","Lietuvos Respublika","Lauko daržovės","Visi ūkiai","t iš 1 hektaro","16.59"
"2023","Žemės ūkio augalų derlingumas","Lietuvos Respublika","Kopūstai","Visi ūkiai","t iš 1 hektaro","29.79"
"2023","Žemės ūkio augalų derlingumas","Lietuvos Respublika","Morkos","Visi ūkiai","t iš 1 hektaro","18.04"
"2023","Žemės ūkio augalų derlingumas","Lietuvos Respublika","Svogūnai","Visi ūkiai","t iš 1 hektaro","16.51"
"2023","Žemės ūkio augalų derlingumas","Lietuvos Respublika","Burokėliai","Visi ūkiai","t iš 1 hektaro","27.59"
"2023","Žemės ūkio augalų derlingumas","Lietuvos Respublika","Gėlės ir dekoratyviniai augalai","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Lietuvos Respublika","Augalai sėkloms ir daigai","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Lietuvos Respublika","Pašariniai runkeliai, įskaitant cukrinius runkelius pašarui","Visi ūkiai","t iš 1 hektaro","35.93"
"2023","Žemės ūkio augalų derlingumas","Lietuvos Respublika","Pašariniai šakniavaisiai, išskyrus runkelius pašarui","Visi ūkiai","t iš 1 hektaro","2.94"
"2023","Žemės ūkio augalų derlingumas","Lietuvos Respublika","Kukurūzai silosui ir žaliajam pašarui","Visi ūkiai","t iš 1 hektaro","28.87"
"2023","Žemės ūkio augalų derlingumas","Lietuvos Respublika","Silosiniai augalai (be kukurūzų)","Visi ūkiai","t iš 1 hektaro","10.76"
"2023","Žemės ūkio augalų derlingumas","Lietuvos Respublika","Vienmetės žolės ir kiti vienmečiai augalai žaliam pašarui, šienui","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Lietuvos Respublika","Vienmečių žolių ir kitų vienmečių augalų šienas","Visi ūkiai","t iš 1 hektaro","1.82"
"2023","Žemės ūkio augalų derlingumas","Lietuvos Respublika","Vienmečių žolių ir kitų vienmečių augalų žalias pašaras, šienainis","Visi ūkiai","t iš 1 hektaro","6.44"
"2023","Žemės ūkio augalų derlingumas","Lietuvos Respublika","Daugiametės žolės iki 5 metų","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Lietuvos Respublika","Liucernos (daugiametės žolės iki 5 metų)","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Lietuvos Respublika","Dobilai ir jų mišiniai (daugiametės žolės iki 5 metų)","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Lietuvos Respublika","Daugiametės žolės iki 5 metų, išskyrus liucernas, dobilus ir jų mišinius","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Lietuvos Respublika","Daugiamečių žolių iki 5 metų šienas","Visi ūkiai","t iš 1 hektaro","2.03"
"2023","Žemės ūkio augalų derlingumas","Lietuvos Respublika","Liucernų šienas","Visi ūkiai","t iš 1 hektaro","4.17"
"2023","Žemės ūkio augalų derlingumas","Lietuvos Respublika","Dobilų ir jų mišinių šienas","Visi ūkiai","t iš 1 hektaro","2.21"
"2023","Žemės ūkio augalų derlingumas","Lietuvos Respublika","Daugiamečių žolių iki 5 metų šienas, išskyrus liucernas, dobilus ir jų mišinius","Visi ūkiai","t iš 1 hektaro","1.90"
"2023","Žemės ūkio augalų derlingumas","Lietuvos Respublika","Daugiamečių žolių iki 5 metų žalias pašaras, šienainis","Visi ūkiai","t iš 1 hektaro","8.54"
"2023","Žemės ūkio augalų derlingumas","Lietuvos Respublika","Liucernų žalias pašaras, šienainis","Visi ūkiai","t iš 1 hektaro","13.35"
"2023","Žemės ūkio augalų derlingumas","Lietuvos Respublika","Dobilų ir jų mišinių žalias pašaras, šienainis","Visi ūkiai","t iš 1 hektaro","10.69"
"2023","Žemės ūkio augalų derlingumas","Lietuvos Respublika","Daugiamečių žolių iki 5 metų žalias pašaras, šienainis, išskyrus liucernas, dobilus ir jų mišinius","Visi ūkiai","t iš 1 hektaro","6.60"
"2023","Žemės ūkio augalų derlingumas","Lietuvos Respublika","Kultūrinės ganyklos","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Lietuvos Respublika","Kultūrinių ganyklų šienas","Visi ūkiai","t iš 1 hektaro","1.80"
"2023","Žemės ūkio augalų derlingumas","Lietuvos Respublika","Kultūrinių ganyklų žalias pašaras, šienainis","Visi ūkiai","t iš 1 hektaro","4.07"
"2023","Žemės ūkio augalų derlingumas","Lietuvos Respublika","Pievos ir natūralios ganyklos","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Lietuvos Respublika","Pievų ir natūralių ganyklų šienas","Visi ūkiai","t iš 1 hektaro","2.02"
"2023","Žemės ūkio augalų derlingumas","Lietuvos Respublika","Pievų ir natūralių ganyklų žalias pašaras, šienainis","Visi ūkiai","t iš 1 hektaro","4.88"
"2023","Žemės ūkio augalų derlingumas","Lietuvos Respublika","Sodai ir uogynai","Visi ūkiai","t iš 1 hektaro","2.29"
"2023","Žemės ūkio augalų derlingumas","Lietuvos Respublika","Obelys","Visi ūkiai","t iš 1 hektaro","3.86"
"2023","Žemės ūkio augalų derlingumas","Lietuvos Respublika","Juodieji serbentai","Visi ūkiai","t iš 1 hektaro","0.59"
"2023","Žemės ūkio augalų derlingumas","Lietuvos Respublika","Bulvės","Visi ūkiai","t iš 1 hektaro","18.09"
"2023","Žemės ūkio augalų derlingumas","Lietuvos Respublika","Ankstyvosios bulvės","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Lietuvos Respublika","Bulvės, išskyrus ankstyvąsias","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Sostinės regionas","Grūdiniai augalai","Visi ūkiai","t iš 1 hektaro","2.44"
"2023","Žemės ūkio augalų derlingumas","Sostinės regionas","Javai","Visi ūkiai","t iš 1 hektaro","2.56"
"2023","Žemės ūkio augalų derlingumas","Sostinės regionas","Žieminiai javai","Visi ūkiai","t iš 1 hektaro","3.12"
"2023","Žemės ūkio augalų derlingumas","Sostinės regionas","Žieminiai kviečiai","Visi ūkiai","t iš 1 hektaro","3.34"
"2023","Žemės ūkio augalų derlingumas","Sostinės regionas","Žieminiai kvietrugiai","Visi ūkiai","t iš 1 hektaro","2.55"
"2023","Žemės ūkio augalų derlingumas","Sostinės regionas","Žieminiai rugiai","Visi ūkiai","t iš 1 hektaro","2.38"
"2023","Žemės ūkio augalų derlingumas","Sostinės regionas","Žieminiai miežiai","Visi ūkiai","t iš 1 hektaro","3.34"
"2023","Žemės ūkio augalų derlingumas","Sostinės regionas","Vasariniai javai","Visi ūkiai","t iš 1 hektaro","1.84"
"2023","Žemės ūkio augalų derlingumas","Sostinės regionas","Vasariniai kviečiai","Visi ūkiai","t iš 1 hektaro","2.16"
"2023","Žemės ūkio augalų derlingumas","Sostinės regionas","Vasariniai miežiai","Visi ūkiai","t iš 1 hektaro","2.60"
"2023","Žemės ūkio augalų derlingumas","Sostinės regionas","Vasariniai kvietrugiai","Visi ūkiai","t iš 1 hektaro","2.36"
"2023","Žemės ūkio augalų derlingumas","Sostinės regionas","Vasariniai rugiai","Visi ūkiai","t iš 1 hektaro","0.93"
"2023","Žemės ūkio augalų derlingumas","Sostinės regionas","Avižos","Visi ūkiai","t iš 1 hektaro","1.87"
"2023","Žemės ūkio augalų derlingumas","Sostinės regionas","Grikiai","Visi ūkiai","t iš 1 hektaro","0.85"
"2023","Žemės ūkio augalų derlingumas","Sostinės regionas","Varpinių mišiniai","Visi ūkiai","t iš 1 hektaro","2.44"
"2023","Žemės ūkio augalų derlingumas","Sostinės regionas","Kukurūzai","Visi ūkiai","t iš 1 hektaro","8.86"
"2023","Žemės ūkio augalų derlingumas","Sostinės regionas","Kiti javai","Visi ūkiai","t iš 1 hektaro","0.65"
"2023","Žemės ūkio augalų derlingumas","Sostinės regionas","Ankštiniai augalai","Visi ūkiai","t iš 1 hektaro","1.47"
"2023","Žemės ūkio augalų derlingumas","Sostinės regionas","Žirniai","Visi ūkiai","t iš 1 hektaro","1.44"
"2023","Žemės ūkio augalų derlingumas","Sostinės regionas","Valgomieji žirniai grūdams","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Sostinės regionas","Pašariniai žirniai grūdams","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Sostinės regionas","Pupos","Visi ūkiai","t iš 1 hektaro","1.43"
"2023","Žemės ūkio augalų derlingumas","Sostinės regionas","Vikiai","Visi ūkiai","t iš 1 hektaro","0.98"
"2023","Žemės ūkio augalų derlingumas","Sostinės regionas","Ankštinių augalų mišiniai grūdams","Visi ūkiai","t iš 1 hektaro","1.86"
"2023","Žemės ūkio augalų derlingumas","Sostinės regionas","Lubinai","Visi ūkiai","t iš 1 hektaro","1.28"
"2023","Žemės ūkio augalų derlingumas","Sostinės regionas","Saldieji lubinai","Visi ūkiai","t iš 1 hektaro","1.28"
"2023","Žemės ūkio augalų derlingumas","Sostinės regionas","Linai (pluoštiniai ir sėmeniniai), pasėliai","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Sostinės regionas","Pluoštiniai linai, pasėliai","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Sostinės regionas","Pluoštiniai linai, pluoštas","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Sostinės regionas","Sėmeniniai linai","Visi ūkiai","t iš 1 hektaro","0.50"
"2023","Žemės ūkio augalų derlingumas","Sostinės regionas","Linų sėmenys (pluoštinių ir sėmeninių linų)","Visi ūkiai","t iš 1 hektaro","0.50"
"2023","Žemės ūkio augalų derlingumas","Sostinės regionas","Pluoštiniai linai, sėmenys","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Sostinės regionas","Cukriniai runkeliai (perdirbimui)","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Sostinės regionas","Rapsai","Visi ūkiai","t iš 1 hektaro","2.56"
"2023","Žemės ūkio augalų derlingumas","Sostinės regionas","Žieminiai rapsai","Visi ūkiai","t iš 1 hektaro","2.69"
"2023","Žemės ūkio augalų derlingumas","Sostinės regionas","Vasariniai rapsai","Visi ūkiai","t iš 1 hektaro","0.80"
"2023","Žemės ūkio augalų derlingumas","Sostinės regionas","Kiti aliejiniai augalai (garstyčios, saulėgrąžos ir kt.; išskyrus pluoštinių kanapių sėklas)","Visi ūkiai","t iš 1 hektaro","0.49"
"2023","Žemės ūkio augalų derlingumas","Sostinės regionas","Sojos","Visi ūkiai","t iš 1 hektaro","0.90"
"2023","Žemės ūkio augalų derlingumas","Sostinės regionas","Aromatiniai, medicininiai, prieskoniniai augalai (išskyrus kmynus, pluoštinių kanapių žiedus, lapelius)","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Sostinės regionas","Kmynai","Visi ūkiai","t iš 1 hektaro","0.41"
"2023","Žemės ūkio augalų derlingumas","Sostinės regionas","Kiti augalai, skirti energetiniams ir pramonės tikslams","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Sostinės regionas","Kiti augalai, skirti pramonės tikslams","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Sostinės regionas","Kiti augalai, skirti energetiniams tikslams (drambliažolė, nendriniai dryžučiai ir kt.)","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Sostinės regionas","Pluoštinės kanapės, pasėliai","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Sostinės regionas","Žaliavinės pluoštinių kanapių dalys","Visi ūkiai","t iš 1 hektaro","3.32"
"2023","Žemės ūkio augalų derlingumas","Sostinės regionas","Pluoštinių kanapių sėklos","Visi ūkiai","t iš 1 hektaro","1.31"
"2023","Žemės ūkio augalų derlingumas","Sostinės regionas","Pluoštinių kanapių žiedai, lapeliai","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Sostinės regionas","Braškės","Visi ūkiai","t iš 1 hektaro","1.49"
"2023","Žemės ūkio augalų derlingumas","Sostinės regionas","Daržovės, iš viso","Visi ūkiai","t iš 1 hektaro","15.35"
"2023","Žemės ūkio augalų derlingumas","Sostinės regionas","Viso pomidorų (lauko ir šiltnamių)","Visi ūkiai","t iš 1 hektaro","28.88"
"2023","Žemės ūkio augalų derlingumas","Sostinės regionas","Viso agurkų (lauko ir šiltnamių)","Visi ūkiai","t iš 1 hektaro","48.33"
"2023","Žemės ūkio augalų derlingumas","Sostinės regionas","Šiltnamių daržovės","Visi ūkiai","t iš 1 hektaro","97.47"
"2023","Žemės ūkio augalų derlingumas","Sostinės regionas","Lauko daržovės","Visi ūkiai","t iš 1 hektaro","9.20"
"2023","Žemės ūkio augalų derlingumas","Sostinės regionas","Kopūstai","Visi ūkiai","t iš 1 hektaro","17.59"
"2023","Žemės ūkio augalų derlingumas","Sostinės regionas","Morkos","Visi ūkiai","t iš 1 hektaro","10.36"
"2023","Žemės ūkio augalų derlingumas","Sostinės regionas","Svogūnai","Visi ūkiai","t iš 1 hektaro","6.84"
"2023","Žemės ūkio augalų derlingumas","Sostinės regionas","Burokėliai","Visi ūkiai","t iš 1 hektaro","11.35"
"2023","Žemės ūkio augalų derlingumas","Sostinės regionas","Gėlės ir dekoratyviniai augalai","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Sostinės regionas","Augalai sėkloms ir daigai","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Sostinės regionas","Pašariniai runkeliai, įskaitant cukrinius runkelius pašarui","Visi ūkiai","t iš 1 hektaro","17.52"
"2023","Žemės ūkio augalų derlingumas","Sostinės regionas","Pašariniai šakniavaisiai, išskyrus runkelius pašarui","Visi ūkiai","t iš 1 hektaro","2.71"
"2023","Žemės ūkio augalų derlingumas","Sostinės regionas","Kukurūzai silosui ir žaliajam pašarui","Visi ūkiai","t iš 1 hektaro","15.11"
"2023","Žemės ūkio augalų derlingumas","Sostinės regionas","Silosiniai augalai (be kukurūzų)","Visi ūkiai","t iš 1 hektaro","2.44"
"2023","Žemės ūkio augalų derlingumas","Sostinės regionas","Vienmetės žolės ir kiti vienmečiai augalai žaliam pašarui, šienui","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Sostinės regionas","Vienmečių žolių ir kitų vienmečių augalų šienas","Visi ūkiai","t iš 1 hektaro","1.56"
"2023","Žemės ūkio augalų derlingumas","Sostinės regionas","Vienmečių žolių ir kitų vienmečių augalų žalias pašaras, šienainis","Visi ūkiai","t iš 1 hektaro","2.93"
"2023","Žemės ūkio augalų derlingumas","Sostinės regionas","Daugiametės žolės iki 5 metų","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Sostinės regionas","Liucernos (daugiametės žolės iki 5 metų)","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Sostinės regionas","Dobilai ir jų mišiniai (daugiametės žolės iki 5 metų)","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Sostinės regionas","Daugiametės žolės iki 5 metų, išskyrus liucernas, dobilus ir jų mišinius","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Sostinės regionas","Daugiamečių žolių iki 5 metų šienas","Visi ūkiai","t iš 1 hektaro","2.38"
"2023","Žemės ūkio augalų derlingumas","Sostinės regionas","Liucernų šienas","Visi ūkiai","t iš 1 hektaro","7.16"
"2023","Žemės ūkio augalų derlingumas","Sostinės regionas","Dobilų ir jų mišinių šienas","Visi ūkiai","t iš 1 hektaro","1.93"
"2023","Žemės ūkio augalų derlingumas","Sostinės regionas","Daugiamečių žolių iki 5 metų šienas, išskyrus liucernas, dobilus ir jų mišinius","Visi ūkiai","t iš 1 hektaro","2.24"
"2023","Žemės ūkio augalų derlingumas","Sostinės regionas","Daugiamečių žolių iki 5 metų žalias pašaras, šienainis","Visi ūkiai","t iš 1 hektaro","4.72"
"2023","Žemės ūkio augalų derlingumas","Sostinės regionas","Liucernų žalias pašaras, šienainis","Visi ūkiai","t iš 1 hektaro","9.42"
"2023","Žemės ūkio augalų derlingumas","Sostinės regionas","Dobilų ir jų mišinių žalias pašaras, šienainis","Visi ūkiai","t iš 1 hektaro","4.28"
"2023","Žemės ūkio augalų derlingumas","Sostinės regionas","Daugiamečių žolių iki 5 metų žalias pašaras, šienainis, išskyrus liucernas, dobilus ir jų mišinius","Visi ūkiai","t iš 1 hektaro","4.36"
"2023","Žemės ūkio augalų derlingumas","Sostinės regionas","Kultūrinės ganyklos","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Sostinės regionas","Kultūrinių ganyklų šienas","Visi ūkiai","t iš 1 hektaro","2.10"
"2023","Žemės ūkio augalų derlingumas","Sostinės regionas","Kultūrinių ganyklų žalias pašaras, šienainis","Visi ūkiai","t iš 1 hektaro","3.08"
"2023","Žemės ūkio augalų derlingumas","Sostinės regionas","Pievos ir natūralios ganyklos","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Sostinės regionas","Pievų ir natūralių ganyklų šienas","Visi ūkiai","t iš 1 hektaro","1.33"
"2023","Žemės ūkio augalų derlingumas","Sostinės regionas","Pievų ir natūralių ganyklų žalias pašaras, šienainis","Visi ūkiai","t iš 1 hektaro","3.69"
"2023","Žemės ūkio augalų derlingumas","Sostinės regionas","Sodai ir uogynai","Visi ūkiai","t iš 1 hektaro","1.39"
"2023","Žemės ūkio augalų derlingumas","Sostinės regionas","Obelys","Visi ūkiai","t iš 1 hektaro","1.77"
"2023","Žemės ūkio augalų derlingumas","Sostinės regionas","Juodieji serbentai","Visi ūkiai","t iš 1 hektaro","0.37"
"2023","Žemės ūkio augalų derlingumas","Sostinės regionas","Bulvės","Visi ūkiai","t iš 1 hektaro","12.03"
"2023","Žemės ūkio augalų derlingumas","Sostinės regionas","Ankstyvosios bulvės","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Sostinės regionas","Bulvės, išskyrus ankstyvąsias","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Vilniaus apskritis","Grūdiniai augalai","Visi ūkiai","t iš 1 hektaro","2.44"
"2023","Žemės ūkio augalų derlingumas","Vilniaus apskritis","Javai","Visi ūkiai","t iš 1 hektaro","2.56"
"2023","Žemės ūkio augalų derlingumas","Vilniaus apskritis","Žieminiai javai","Visi ūkiai","t iš 1 hektaro","3.12"
"2023","Žemės ūkio augalų derlingumas","Vilniaus apskritis","Žieminiai kviečiai","Visi ūkiai","t iš 1 hektaro","3.34"
"2023","Žemės ūkio augalų derlingumas","Vilniaus apskritis","Žieminiai kvietrugiai","Visi ūkiai","t iš 1 hektaro","2.55"
"2023","Žemės ūkio augalų derlingumas","Vilniaus apskritis","Žieminiai rugiai","Visi ūkiai","t iš 1 hektaro","2.38"
"2023","Žemės ūkio augalų derlingumas","Vilniaus apskritis","Žieminiai miežiai","Visi ūkiai","t iš 1 hektaro","3.34"
"2023","Žemės ūkio augalų derlingumas","Vilniaus apskritis","Vasariniai javai","Visi ūkiai","t iš 1 hektaro","1.84"
"2023","Žemės ūkio augalų derlingumas","Vilniaus apskritis","Vasariniai kviečiai","Visi ūkiai","t iš 1 hektaro","2.16"
"2023","Žemės ūkio augalų derlingumas","Vilniaus apskritis","Vasariniai miežiai","Visi ūkiai","t iš 1 hektaro","2.60"
"2023","Žemės ūkio augalų derlingumas","Vilniaus apskritis","Vasariniai kvietrugiai","Visi ūkiai","t iš 1 hektaro","2.36"
"2023","Žemės ūkio augalų derlingumas","Vilniaus apskritis","Vasariniai rugiai","Visi ūkiai","t iš 1 hektaro","0.93"
"2023","Žemės ūkio augalų derlingumas","Vilniaus apskritis","Avižos","Visi ūkiai","t iš 1 hektaro","1.87"
