"Laikotarpis","Rodiklis","Administracinė teritorija","Žemės ūkio augalai","Ūkio tipas","Matavimo vienetai","Reikšmė"
"2023","Žemės ūkio augalų derlingumas","Vidurio ir vakarų Lietuvos regionas","Pievų ir natūralių ganyklų šienas","Visi ūkiai","t iš 1 hektaro","2.05"
"2023","Žemės ūkio augalų derlingumas","Vidurio ir vakarų Lietuvos regionas","Pievų ir natūralių ganyklų žalias pašaras, šienainis","Visi ūkiai","t iš 1 hektaro","5.22"
"2023","Žemės ūkio augalų derlingumas","Vidurio ir vakarų Lietuvos regionas","Sodai ir uogynai","Visi ūkiai","t iš 1 hektaro","2.46"
"2023","Žemės ūkio augalų derlingumas","Vidurio ir vakarų Lietuvos regionas","Obelys","Visi ūkiai","t iš 1 hektaro","4.35"
"2023","Žemės ūkio augalų derlingumas","Vidurio ir vakarų Lietuvos regionas","Juodieji serbentai","Visi ūkiai","t iš 1 hektaro","0.61"
"2023","Žemės ūkio augalų derlingumas","Vidurio ir vakarų Lietuvos regionas","Bulvės","Visi ūkiai","t iš 1 hektaro","18.80"
"2023","Žemės ūkio augalų derlingumas","Vidurio ir vakarų Lietuvos regionas","Ankstyvosios bulvės","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Vidurio ir vakarų Lietuvos regionas","Bulvės, išskyrus ankstyvąsias","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus apskritis","Grūdiniai augalai","Visi ūkiai","t iš 1 hektaro","2.83"
"2023","Žemės ūkio augalų derlingumas","Alytaus apskritis","Javai","Visi ūkiai","t iš 1 hektaro","2.92"
"2023","Žemės ūkio augalų derlingumas","Alytaus apskritis","Žieminiai javai","Visi ūkiai","t iš 1 hektaro","3.42"
"2023","Žemės ūkio augalų derlingumas","Alytaus apskritis","Žieminiai kviečiai","Visi ūkiai","t iš 1 hektaro","3.94"
"2023","Žemės ūkio augalų derlingumas","Alytaus apskritis","Žieminiai kvietrugiai","Visi ūkiai","t iš 1 hektaro","2.42"
"2023","Žemės ūkio augalų derlingumas","Alytaus apskritis","Žieminiai rugiai","Visi ūkiai","t iš 1 hektaro","2.07"
"2023","Žemės ūkio augalų derlingumas","Alytaus apskritis","Žieminiai miežiai","Visi ūkiai","t iš 1 hektaro","2.65"
"2023","Žemės ūkio augalų derlingumas","Alytaus apskritis","Vasariniai javai","Visi ūkiai","t iš 1 hektaro","2.04"
"2023","Žemės ūkio augalų derlingumas","Alytaus apskritis","Vasariniai kviečiai","Visi ūkiai","t iš 1 hektaro","2.27"
"2023","Žemės ūkio augalų derlingumas","Alytaus apskritis","Vasariniai miežiai","Visi ūkiai","t iš 1 hektaro","2.72"
"2023","Žemės ūkio augalų derlingumas","Alytaus apskritis","Vasariniai kvietrugiai","Visi ūkiai","t iš 1 hektaro","1.98"
"2023","Žemės ūkio augalų derlingumas","Alytaus apskritis","Vasariniai rugiai","Visi ūkiai","t iš 1 hektaro","1.37"
"2023","Žemės ūkio augalų derlingumas","Alytaus apskritis","Avižos","Visi ūkiai","t iš 1 hektaro","2.03"
"2023","Žemės ūkio augalų derlingumas","Alytaus apskritis","Grikiai","Visi ūkiai","t iš 1 hektaro","0.68"
"2023","Žemės ūkio augalų derlingumas","Alytaus apskritis","Varpinių mišiniai","Visi ūkiai","t iš 1 hektaro","1.85"
"2023","Žemės ūkio augalų derlingumas","Alytaus apskritis","Kukurūzai","Visi ūkiai","t iš 1 hektaro","7.28"
"2023","Žemės ūkio augalų derlingumas","Alytaus apskritis","Kiti javai","Visi ūkiai","t iš 1 hektaro","0.81"
"2023","Žemės ūkio augalų derlingumas","Alytaus apskritis","Ankštiniai augalai","Visi ūkiai","t iš 1 hektaro","1.70"
"2023","Žemės ūkio augalų derlingumas","Alytaus apskritis","Žirniai","Visi ūkiai","t iš 1 hektaro","1.58"
"2023","Žemės ūkio augalų derlingumas","Alytaus apskritis","Valgomieji žirniai grūdams","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus apskritis","Pašariniai žirniai grūdams","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus apskritis","Pupos","Visi ūkiai","t iš 1 hektaro","2.23"
"2023","Žemės ūkio augalų derlingumas","Alytaus apskritis","Vikiai","Visi ūkiai","t iš 1 hektaro","0.48"
"2023","Žemės ūkio augalų derlingumas","Alytaus apskritis","Ankštinių augalų mišiniai grūdams","Visi ūkiai","t iš 1 hektaro","1.51"
"2023","Žemės ūkio augalų derlingumas","Alytaus apskritis","Lubinai","Visi ūkiai","t iš 1 hektaro","0.62"
"2023","Žemės ūkio augalų derlingumas","Alytaus apskritis","Saldieji lubinai","Visi ūkiai","t iš 1 hektaro","0.62"
"2023","Žemės ūkio augalų derlingumas","Alytaus apskritis","Linai (pluoštiniai ir sėmeniniai), pasėliai","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus apskritis","Pluoštiniai linai, pasėliai","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus apskritis","Pluoštiniai linai, pluoštas","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus apskritis","Sėmeniniai linai","Visi ūkiai","t iš 1 hektaro","0.85"
"2023","Žemės ūkio augalų derlingumas","Alytaus apskritis","Linų sėmenys (pluoštinių ir sėmeninių linų)","Visi ūkiai","t iš 1 hektaro","0.85"
"2023","Žemės ūkio augalų derlingumas","Alytaus apskritis","Pluoštiniai linai, sėmenys","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus apskritis","Cukriniai runkeliai (perdirbimui)","Visi ūkiai","t iš 1 hektaro","33.26"
"2023","Žemės ūkio augalų derlingumas","Alytaus apskritis","Rapsai","Visi ūkiai","t iš 1 hektaro","2.57"
"2023","Žemės ūkio augalų derlingumas","Alytaus apskritis","Žieminiai rapsai","Visi ūkiai","t iš 1 hektaro","2.58"
"2023","Žemės ūkio augalų derlingumas","Alytaus apskritis","Vasariniai rapsai","Visi ūkiai","t iš 1 hektaro","0.67"
"2023","Žemės ūkio augalų derlingumas","Alytaus apskritis","Kiti aliejiniai augalai (garstyčios, saulėgrąžos ir kt.; išskyrus pluoštinių kanapių sėklas)","Visi ūkiai","t iš 1 hektaro","0.37"
"2023","Žemės ūkio augalų derlingumas","Alytaus apskritis","Sojos","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus apskritis","Aromatiniai, medicininiai, prieskoniniai augalai (išskyrus kmynus, pluoštinių kanapių žiedus, lapelius)","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus apskritis","Kmynai","Visi ūkiai","t iš 1 hektaro","0.27"
"2023","Žemės ūkio augalų derlingumas","Alytaus apskritis","Kiti augalai, skirti energetiniams ir pramonės tikslams","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus apskritis","Kiti augalai, skirti pramonės tikslams","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus apskritis","Kiti augalai, skirti energetiniams tikslams (drambliažolė, nendriniai dryžučiai ir kt.)","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus apskritis","Pluoštinės kanapės, pasėliai","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus apskritis","Žaliavinės pluoštinių kanapių dalys","Visi ūkiai","t iš 1 hektaro","0.57"
"2023","Žemės ūkio augalų derlingumas","Alytaus apskritis","Pluoštinių kanapių sėklos","Visi ūkiai","t iš 1 hektaro","0.13"
"2023","Žemės ūkio augalų derlingumas","Alytaus apskritis","Pluoštinių kanapių žiedai, lapeliai","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus apskritis","Braškės","Visi ūkiai","t iš 1 hektaro","2.86"
"2023","Žemės ūkio augalų derlingumas","Alytaus apskritis","Daržovės, iš viso","Visi ūkiai","t iš 1 hektaro","9.02"
"2023","Žemės ūkio augalų derlingumas","Alytaus apskritis","Viso pomidorų (lauko ir šiltnamių)","Visi ūkiai","t iš 1 hektaro","3.46"
"2023","Žemės ūkio augalų derlingumas","Alytaus apskritis","Viso agurkų (lauko ir šiltnamių)","Visi ūkiai","t iš 1 hektaro","17.77"
"2023","Žemės ūkio augalų derlingumas","Alytaus apskritis","Šiltnamių daržovės","Visi ūkiai","t iš 1 hektaro","20.41"
"2023","Žemės ūkio augalų derlingumas","Alytaus apskritis","Lauko daržovės","Visi ūkiai","t iš 1 hektaro","8.50"
"2023","Žemės ūkio augalų derlingumas","Alytaus apskritis","Kopūstai","Visi ūkiai","t iš 1 hektaro","18.18"
"2023","Žemės ūkio augalų derlingumas","Alytaus apskritis","Morkos","Visi ūkiai","t iš 1 hektaro","11.89"
"2023","Žemės ūkio augalų derlingumas","Alytaus apskritis","Svogūnai","Visi ūkiai","t iš 1 hektaro","21.58"
"2023","Žemės ūkio augalų derlingumas","Alytaus apskritis","Burokėliai","Visi ūkiai","t iš 1 hektaro","12.24"
"2023","Žemės ūkio augalų derlingumas","Alytaus apskritis","Gėlės ir dekoratyviniai augalai","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus apskritis","Augalai sėkloms ir daigai","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus apskritis","Pašariniai runkeliai, įskaitant cukrinius runkelius pašarui","Visi ūkiai","t iš 1 hektaro","31.66"
"2023","Žemės ūkio augalų derlingumas","Alytaus apskritis","Pašariniai šakniavaisiai, išskyrus runkelius pašarui","Visi ūkiai","t iš 1 hektaro","1.99"
"2023","Žemės ūkio augalų derlingumas","Alytaus apskritis","Kukurūzai silosui ir žaliajam pašarui","Visi ūkiai","t iš 1 hektaro","26.96"
"2023","Žemės ūkio augalų derlingumas","Alytaus apskritis","Silosiniai augalai (be kukurūzų)","Visi ūkiai","t iš 1 hektaro","10.98"
"2023","Žemės ūkio augalų derlingumas","Alytaus apskritis","Vienmetės žolės ir kiti vienmečiai augalai žaliam pašarui, šienui","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus apskritis","Vienmečių žolių ir kitų vienmečių augalų šienas","Visi ūkiai","t iš 1 hektaro","1.39"
"2023","Žemės ūkio augalų derlingumas","Alytaus apskritis","Vienmečių žolių ir kitų vienmečių augalų žalias pašaras, šienainis","Visi ūkiai","t iš 1 hektaro","6.56"
"2023","Žemės ūkio augalų derlingumas","Alytaus apskritis","Daugiametės žolės iki 5 metų","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus apskritis","Liucernos (daugiametės žolės iki 5 metų)","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus apskritis","Dobilai ir jų mišiniai (daugiametės žolės iki 5 metų)","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus apskritis","Daugiametės žolės iki 5 metų, išskyrus liucernas, dobilus ir jų mišinius","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus apskritis","Daugiamečių žolių iki 5 metų šienas","Visi ūkiai","t iš 1 hektaro","2.22"
"2023","Žemės ūkio augalų derlingumas","Alytaus apskritis","Liucernų šienas","Visi ūkiai","t iš 1 hektaro","2.53"
"2023","Žemės ūkio augalų derlingumas","Alytaus apskritis","Dobilų ir jų mišinių šienas","Visi ūkiai","t iš 1 hektaro","2.03"
"2023","Žemės ūkio augalų derlingumas","Alytaus apskritis","Daugiamečių žolių iki 5 metų šienas, išskyrus liucernas, dobilus ir jų mišinius","Visi ūkiai","t iš 1 hektaro","2.21"
"2023","Žemės ūkio augalų derlingumas","Alytaus apskritis","Daugiamečių žolių iki 5 metų žalias pašaras, šienainis","Visi ūkiai","t iš 1 hektaro","7.14"
"2023","Žemės ūkio augalų derlingumas","Alytaus apskritis","Liucernų žalias pašaras, šienainis","Visi ūkiai","t iš 1 hektaro","9.11"
"2023","Žemės ūkio augalų derlingumas","Alytaus apskritis","Dobilų ir jų mišinių žalias pašaras, šienainis","Visi ūkiai","t iš 1 hektaro","9.02"
"2023","Žemės ūkio augalų derlingumas","Alytaus apskritis","Daugiamečių žolių iki 5 metų žalias pašaras, šienainis, išskyrus liucernas, dobilus ir jų mišinius","Visi ūkiai","t iš 1 hektaro","4.99"
"2023","Žemės ūkio augalų derlingumas","Alytaus apskritis","Kultūrinės ganyklos","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus apskritis","Kultūrinių ganyklų šienas","Visi ūkiai","t iš 1 hektaro","1.85"
"2023","Žemės ūkio augalų derlingumas","Alytaus apskritis","Kultūrinių ganyklų žalias pašaras, šienainis","Visi ūkiai","t iš 1 hektaro","3.82"
"2023","Žemės ūkio augalų derlingumas","Alytaus apskritis","Pievos ir natūralios ganyklos","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus apskritis","Pievų ir natūralių ganyklų šienas","Visi ūkiai","t iš 1 hektaro","1.20"
"2023","Žemės ūkio augalų derlingumas","Alytaus apskritis","Pievų ir natūralių ganyklų žalias pašaras, šienainis","Visi ūkiai","t iš 1 hektaro","1.45"
"2023","Žemės ūkio augalų derlingumas","Alytaus apskritis","Sodai ir uogynai","Visi ūkiai","t iš 1 hektaro","1.86"
"2023","Žemės ūkio augalų derlingumas","Alytaus apskritis","Obelys","Visi ūkiai","t iš 1 hektaro","3.17"
"2023","Žemės ūkio augalų derlingumas","Alytaus apskritis","Juodieji serbentai","Visi ūkiai","t iš 1 hektaro","0.33"
"2023","Žemės ūkio augalų derlingumas","Alytaus apskritis","Bulvės","Visi ūkiai","t iš 1 hektaro","12.76"
"2023","Žemės ūkio augalų derlingumas","Alytaus apskritis","Ankstyvosios bulvės","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus apskritis","Bulvės, išskyrus ankstyvąsias","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus m. sav.","Grūdiniai augalai","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus m. sav.","Javai","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus m. sav.","Žieminiai javai","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus m. sav.","Žieminiai kviečiai","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus m. sav.","Žieminiai kvietrugiai","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus m. sav.","Žieminiai rugiai","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus m. sav.","Žieminiai miežiai","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus m. sav.","Vasariniai javai","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus m. sav.","Vasariniai kviečiai","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus m. sav.","Vasariniai miežiai","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus m. sav.","Vasariniai kvietrugiai","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus m. sav.","Vasariniai rugiai","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus m. sav.","Avižos","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus m. sav.","Grikiai","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus m. sav.","Varpinių mišiniai","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus m. sav.","Kukurūzai","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus m. sav.","Kiti javai","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus m. sav.","Ankštiniai augalai","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus m. sav.","Žirniai","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus m. sav.","Valgomieji žirniai grūdams","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus m. sav.","Pašariniai žirniai grūdams","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus m. sav.","Pupos","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus m. sav.","Vikiai","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus m. sav.","Ankštinių augalų mišiniai grūdams","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus m. sav.","Lubinai","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus m. sav.","Saldieji lubinai","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus m. sav.","Linai (pluoštiniai ir sėmeniniai), pasėliai","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus m. sav.","Pluoštiniai linai, pasėliai","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus m. sav.","Pluoštiniai linai, pluoštas","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus m. sav.","Sėmeniniai linai","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus m. sav.","Linų sėmenys (pluoštinių ir sėmeninių linų)","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus m. sav.","Pluoštiniai linai, sėmenys","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus m. sav.","Cukriniai runkeliai (perdirbimui)","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus m. sav.","Rapsai","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus m. sav.","Žieminiai rapsai","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus m. sav.","Vasariniai rapsai","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus m. sav.","Kiti aliejiniai augalai (garstyčios, saulėgrąžos ir kt.; išskyrus pluoštinių kanapių sėklas)","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus m. sav.","Sojos","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus m. sav.","Aromatiniai, medicininiai, prieskoniniai augalai (išskyrus kmynus, pluoštinių kanapių žiedus, lapelius)","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus m. sav.","Kmynai","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus m. sav.","Kiti augalai, skirti energetiniams ir pramonės tikslams","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus m. sav.","Kiti augalai, skirti pramonės tikslams","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus m. sav.","Kiti augalai, skirti energetiniams tikslams (drambliažolė, nendriniai dryžučiai ir kt.)","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus m. sav.","Pluoštinės kanapės, pasėliai","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus m. sav.","Žaliavinės pluoštinių kanapių dalys","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus m. sav.","Pluoštinių kanapių sėklos","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus m. sav.","Pluoštinių kanapių žiedai, lapeliai","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus m. sav.","Braškės","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus m. sav.","Daržovės, iš viso","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus m. sav.","Viso pomidorų (lauko ir šiltnamių)","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus m. sav.","Viso agurkų (lauko ir šiltnamių)","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus m. sav.","Šiltnamių daržovės","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus m. sav.","Lauko daržovės","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus m. sav.","Kopūstai","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus m. sav.","Morkos","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus m. sav.","Svogūnai","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus m. sav.","Burokėliai","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus m. sav.","Gėlės ir dekoratyviniai augalai","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus m. sav.","Augalai sėkloms ir daigai","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus m. sav.","Pašariniai runkeliai, įskaitant cukrinius runkelius pašarui","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus m. sav.","Pašariniai šakniavaisiai, išskyrus runkelius pašarui","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus m. sav.","Kukurūzai silosui ir žaliajam pašarui","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus m. sav.","Silosiniai augalai (be kukurūzų)","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus m. sav.","Vienmetės žolės ir kiti vienmečiai augalai žaliam pašarui, šienui","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus m. sav.","Vienmečių žolių ir kitų vienmečių augalų šienas","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus m. sav.","Vienmečių žolių ir kitų vienmečių augalų žalias pašaras, šienainis","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus m. sav.","Daugiametės žolės iki 5 metų","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus m. sav.","Liucernos (daugiametės žolės iki 5 metų)","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus m. sav.","Dobilai ir jų mišiniai (daugiametės žolės iki 5 metų)","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus m. sav.","Daugiametės žolės iki 5 metų, išskyrus liucernas, dobilus ir jų mišinius","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus m. sav.","Daugiamečių žolių iki 5 metų šienas","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus m. sav.","Liucernų šienas","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus m. sav.","Dobilų ir jų mišinių šienas","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus m. sav.","Daugiamečių žolių iki 5 metų šienas, išskyrus liucernas, dobilus ir jų mišinius","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus m. sav.","Daugiamečių žolių iki 5 metų žalias pašaras, šienainis","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus m. sav.","Liucernų žalias pašaras, šienainis","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus m. sav.","Dobilų ir jų mišinių žalias pašaras, šienainis","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus m. sav.","Daugiamečių žolių iki 5 metų žalias pašaras, šienainis, išskyrus liucernas, dobilus ir jų mišinius","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus m. sav.","Kultūrinės ganyklos","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus m. sav.","Kultūrinių ganyklų šienas","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus m. sav.","Kultūrinių ganyklų žalias pašaras, šienainis","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus m. sav.","Pievos ir natūralios ganyklos","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus m. sav.","Pievų ir natūralių ganyklų šienas","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus m. sav.","Pievų ir natūralių ganyklų žalias pašaras, šienainis","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus m. sav.","Sodai ir uogynai","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus m. sav.","Obelys","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus m. sav.","Juodieji serbentai","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus m. sav.","Bulvės","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus m. sav.","Ankstyvosios bulvės","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus m. sav.","Bulvės, išskyrus ankstyvąsias","Visi ūkiai","t iš 1 hektaro",
"2023","Žemės ūkio augalų derlingumas","Alytaus r. sav.","Grūdiniai augalai","Visi ūkiai","t iš 1 hektaro","3.98"
"2023","Žemės ūkio augalų derlingumas","Alytaus r. sav.","Javai","Visi ūkiai","t iš 1 hektaro","4.14"
"2023","Žemės ūkio augalų derlingumas","Alytaus r. sav.","Žieminiai javai","Visi ūkiai","t iš 1 hektaro","4.42"
"2023","Žemės ūkio augalų derlingumas","Alytaus r. sav.","Žieminiai kviečiai","Visi ūkiai","t iš 1 hektaro","4.61"
"2023","Žemės ūkio augalų derlingumas","Alytaus r. sav.","Žieminiai kvietrugiai","Visi ūkiai","t iš 1 hektaro","2.80"
"2023","Žemės ūkio augalų derlingumas","Alytaus r. sav.","Žieminiai rugiai","Visi ūkiai","t iš 1 hektaro","2.85"
