"Laikotarpis","Rodiklis","Administracinė teritorija","Gyvulių ir paukščių rūšys","Matavimo vienetai","Reikšmė"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Birštono sav.","Galvijai, iš viso","vnt.","570"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Jonavos r. sav.","Galvijai, iš viso","vnt.","5700"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Kaišiadorių r. sav.","Galvijai, iš viso","vnt.","5305"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Kauno m. sav.","Galvijai, iš viso","vnt.","690"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Kauno r. sav.","Galvijai, iš viso","vnt.","12603"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Kėdainių r. sav.","Galvijai, iš viso","vnt.","16207"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Prienų r. sav.","Galvijai, iš viso","vnt.","11816"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Raseinių r. sav.","Galvijai, iš viso","vnt.","18777"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Klaipėdos apskritis","Galvijai, iš viso","vnt.","80361"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Klaipėdos m. sav.","Galvijai, iš viso","vnt.","3"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Klaipėdos r. sav.","Galvijai, iš viso","vnt.","13160"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Kretingos r. sav.","Galvijai, iš viso","vnt.","7314"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Neringos sav.","Galvijai, iš viso","vnt.",
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Palangos m. sav.","Galvijai, iš viso","vnt.",
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Skuodo r. sav.","Galvijai, iš viso","vnt.","22241"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Šilutės r. sav.","Galvijai, iš viso","vnt.","37643"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Marijampolės apskritis","Galvijai, iš viso","vnt.","63743"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Kalvarijos sav.","Galvijai, iš viso","vnt.","8545"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Kazlų Rūdos sav.","Galvijai, iš viso","vnt.","3971"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Marijampolės sav.","Galvijai, iš viso","vnt.","15558"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Marijampolės r. sav.","Galvijai, iš viso","vnt.",
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Šakių r. sav.","Galvijai, iš viso","vnt.","22418"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Vilkaviškio r. sav.","Galvijai, iš viso","vnt.","13251"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Panevėžio apskritis","Galvijai, iš viso","vnt.","68498"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Biržų r. sav.","Galvijai, iš viso","vnt.","12176"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Kupiškio r. sav.","Galvijai, iš viso","vnt.","8406"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Panevėžio m. sav.","Galvijai, iš viso","vnt.","1"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Panevėžio r. sav.","Galvijai, iš viso","vnt.","17539"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Pasvalio r. sav.","Galvijai, iš viso","vnt.","20763"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Rokiškio r. sav.","Galvijai, iš viso","vnt.","9613"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Šiaulių apskritis","Galvijai, iš viso","vnt.","84924"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Akmenės r. sav.","Galvijai, iš viso","vnt.","4237"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Joniškio r. sav.","Galvijai, iš viso","vnt.","9004"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Kelmės r. sav.","Galvijai, iš viso","vnt.","24430"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Pakruojo r. sav.","Galvijai, iš viso","vnt.","18639"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Radviliškio r. sav.","Galvijai, iš viso","vnt.","14776"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Šiaulių m. sav.","Galvijai, iš viso","vnt.","11"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Šiaulių r. sav.","Galvijai, iš viso","vnt.","13827"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Tauragės apskritis","Galvijai, iš viso","vnt.","92649"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Jurbarko r. sav.","Galvijai, iš viso","vnt.","12144"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Pagėgių sav.","Galvijai, iš viso","vnt.","17513"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Šilalės r. sav.","Galvijai, iš viso","vnt.","40875"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Tauragės r. sav.","Galvijai, iš viso","vnt.","22117"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Telšių apskritis","Galvijai, iš viso","vnt.","66976"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Mažeikių r. sav.","Galvijai, iš viso","vnt.","10676"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Plungės r. sav.","Galvijai, iš viso","vnt.","23143"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Rietavo sav.","Galvijai, iš viso","vnt.","7675"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Telšių r. sav.","Galvijai, iš viso","vnt.","25482"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Utenos apskritis","Galvijai, iš viso","vnt.","41092"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Anykščių r. sav.","Galvijai, iš viso","vnt.","12005"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Ignalinos r. sav.","Galvijai, iš viso","vnt.","4903"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Molėtų r. sav.","Galvijai, iš viso","vnt.","7965"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Utenos r. sav.","Galvijai, iš viso","vnt.","10678"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Visagino sav.","Galvijai, iš viso","vnt.","2"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Zarasų r. sav.","Galvijai, iš viso","vnt.","5539"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Lietuvos Respublika","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","60924"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Sostinės regionas","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","2663"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Vilniaus apskritis","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","2663"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Elektrėnų sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","208"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Šalčininkų r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","912"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Širvintų r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","329"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Švenčionių r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","154"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Trakų r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","270"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Ukmergės r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","442"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Vilniaus m. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","6"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Vilniaus r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","342"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Vidurio ir vakarų Lietuvos regionas","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","58261"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Alytaus apskritis","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","3665"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Alytaus m. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.",
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Alytaus r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","1687"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Druskininkų sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","49"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Lazdijų r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","1487"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Varėnos r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","442"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Kauno apskritis","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","6594"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Birštono sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","34"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Jonavos r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","317"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Kaišiadorių r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","696"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Kauno m. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.",
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Kauno r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","1253"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Kėdainių r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","2071"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Prienų r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","1028"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Raseinių r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","1195"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Klaipėdos apskritis","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","7959"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Klaipėdos m. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.",
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Klaipėdos r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","1460"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Kretingos r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","739"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Neringos sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.",
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Palangos m. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.",
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Skuodo r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","2353"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Šilutės r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","3407"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Marijampolės apskritis","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","4797"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Kalvarijos sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","743"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Kazlų Rūdos sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","287"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Marijampolės sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","882"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Marijampolės r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.",
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Šakių r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","1057"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Vilkaviškio r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","1828"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Panevėžio apskritis","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","4671"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Biržų r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","672"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Kupiškio r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","696"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Panevėžio m. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.",
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Panevėžio r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","1475"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Pasvalio r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","1030"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Rokiškio r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","798"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Šiaulių apskritis","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","8084"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Akmenės r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","239"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Joniškio r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","706"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Kelmės r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","3047"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Pakruojo r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","1049"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Radviliškio r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","1175"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Šiaulių m. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","1"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Šiaulių r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","1867"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Tauragės apskritis","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","10972"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Jurbarko r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","741"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Pagėgių sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","1654"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Šilalės r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","6390"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Tauragės r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","2187"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Telšių apskritis","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","7768"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Mažeikių r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","1148"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Plungės r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","2861"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Rietavo sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","1103"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Telšių r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","2656"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Utenos apskritis","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","3751"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Anykščių r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","1202"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Ignalinos r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","265"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Molėtų r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","899"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Utenos r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","832"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Visagino sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.",
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Zarasų r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","553"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Lietuvos Respublika","Buliukai veislei iki 1 metų","vnt.","25255"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Sostinės regionas","Buliukai veislei iki 1 metų","vnt.","1059"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Vilniaus apskritis","Buliukai veislei iki 1 metų","vnt.","1059"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Elektrėnų sav.","Buliukai veislei iki 1 metų","vnt.","53"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Šalčininkų r. sav.","Buliukai veislei iki 1 metų","vnt.","212"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Širvintų r. sav.","Buliukai veislei iki 1 metų","vnt.","131"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Švenčionių r. sav.","Buliukai veislei iki 1 metų","vnt.","43"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Trakų r. sav.","Buliukai veislei iki 1 metų","vnt.","39"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Ukmergės r. sav.","Buliukai veislei iki 1 metų","vnt.","384"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Vilniaus m. sav.","Buliukai veislei iki 1 metų","vnt.","6"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Vilniaus r. sav.","Buliukai veislei iki 1 metų","vnt.","191"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Vidurio ir vakarų Lietuvos regionas","Buliukai veislei iki 1 metų","vnt.","24196"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Alytaus apskritis","Buliukai veislei iki 1 metų","vnt.","1049"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Alytaus m. sav.","Buliukai veislei iki 1 metų","vnt.",
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Alytaus r. sav.","Buliukai veislei iki 1 metų","vnt.","423"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Druskininkų sav.","Buliukai veislei iki 1 metų","vnt.","52"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Lazdijų r. sav.","Buliukai veislei iki 1 metų","vnt.","438"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Varėnos r. sav.","Buliukai veislei iki 1 metų","vnt.","136"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Kauno apskritis","Buliukai veislei iki 1 metų","vnt.","2505"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Birštono sav.","Buliukai veislei iki 1 metų","vnt.","32"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Jonavos r. sav.","Buliukai veislei iki 1 metų","vnt.","444"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Kaišiadorių r. sav.","Buliukai veislei iki 1 metų","vnt.","285"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Kauno m. sav.","Buliukai veislei iki 1 metų","vnt.","102"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Kauno r. sav.","Buliukai veislei iki 1 metų","vnt.","148"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Kėdainių r. sav.","Buliukai veislei iki 1 metų","vnt.","347"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Prienų r. sav.","Buliukai veislei iki 1 metų","vnt.","592"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Raseinių r. sav.","Buliukai veislei iki 1 metų","vnt.","555"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Klaipėdos apskritis","Buliukai veislei iki 1 metų","vnt.","4710"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Klaipėdos m. sav.","Buliukai veislei iki 1 metų","vnt.",
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Klaipėdos r. sav.","Buliukai veislei iki 1 metų","vnt.","1206"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Kretingos r. sav.","Buliukai veislei iki 1 metų","vnt.","229"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Neringos sav.","Buliukai veislei iki 1 metų","vnt.",
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Palangos m. sav.","Buliukai veislei iki 1 metų","vnt.",
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Skuodo r. sav.","Buliukai veislei iki 1 metų","vnt.","686"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Šilutės r. sav.","Buliukai veislei iki 1 metų","vnt.","2589"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Marijampolės apskritis","Buliukai veislei iki 1 metų","vnt.","1206"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Kalvarijos sav.","Buliukai veislei iki 1 metų","vnt.","189"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Kazlų Rūdos sav.","Buliukai veislei iki 1 metų","vnt.","77"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Marijampolės sav.","Buliukai veislei iki 1 metų","vnt.","575"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Marijampolės r. sav.","Buliukai veislei iki 1 metų","vnt.",
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Šakių r. sav.","Buliukai veislei iki 1 metų","vnt.","246"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Vilkaviškio r. sav.","Buliukai veislei iki 1 metų","vnt.","119"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Panevėžio apskritis","Buliukai veislei iki 1 metų","vnt.","2384"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Biržų r. sav.","Buliukai veislei iki 1 metų","vnt.","359"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Kupiškio r. sav.","Buliukai veislei iki 1 metų","vnt.","386"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Panevėžio m. sav.","Buliukai veislei iki 1 metų","vnt.",
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Panevėžio r. sav.","Buliukai veislei iki 1 metų","vnt.","301"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Pasvalio r. sav.","Buliukai veislei iki 1 metų","vnt.","751"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Rokiškio r. sav.","Buliukai veislei iki 1 metų","vnt.","587"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Šiaulių apskritis","Buliukai veislei iki 1 metų","vnt.","3574"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Akmenės r. sav.","Buliukai veislei iki 1 metų","vnt.","493"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Joniškio r. sav.","Buliukai veislei iki 1 metų","vnt.","231"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Kelmės r. sav.","Buliukai veislei iki 1 metų","vnt.","1070"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Pakruojo r. sav.","Buliukai veislei iki 1 metų","vnt.","814"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Radviliškio r. sav.","Buliukai veislei iki 1 metų","vnt.","587"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Šiaulių m. sav.","Buliukai veislei iki 1 metų","vnt.",
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Šiaulių r. sav.","Buliukai veislei iki 1 metų","vnt.","379"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Tauragės apskritis","Buliukai veislei iki 1 metų","vnt.","3416"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Jurbarko r. sav.","Buliukai veislei iki 1 metų","vnt.","434"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Pagėgių sav.","Buliukai veislei iki 1 metų","vnt.","811"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Šilalės r. sav.","Buliukai veislei iki 1 metų","vnt.","1289"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Tauragės r. sav.","Buliukai veislei iki 1 metų","vnt.","882"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Telšių apskritis","Buliukai veislei iki 1 metų","vnt.","3254"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Mažeikių r. sav.","Buliukai veislei iki 1 metų","vnt.","406"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Plungės r. sav.","Buliukai veislei iki 1 metų","vnt.","1281"
"2021","Gyvulių ir paukščių skaičius metų pradžioje","Rietavo sav.","Buliukai veislei iki 1 metų","vnt.","204"
