"Laikotarpis","Rodiklis","Administracinė teritorija","Gyvulių ir paukščių rūšys","Matavimo vienetai","Reikšmė"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Rietavo sav.","Galvijai, iš viso","vnt.","7548"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Telšių r. sav.","Galvijai, iš viso","vnt.","25462"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Utenos apskritis","Galvijai, iš viso","vnt.","42085"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Anykščių r. sav.","Galvijai, iš viso","vnt.","12397"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Ignalinos r. sav.","Galvijai, iš viso","vnt.","5207"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Molėtų r. sav.","Galvijai, iš viso","vnt.","8124"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Utenos r. sav.","Galvijai, iš viso","vnt.","10619"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Visagino sav.","Galvijai, iš viso","vnt.","2"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Zarasų r. sav.","Galvijai, iš viso","vnt.","5736"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Lietuvos Respublika","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","62574"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Sostinės regionas","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","2566"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Vilniaus apskritis","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","2566"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Elektrėnų sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","115"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Šalčininkų r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","699"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Širvintų r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","372"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Švenčionių r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","201"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Trakų r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","298"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Ukmergės r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","488"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Vilniaus m. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","6"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Vilniaus r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","387"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Vidurio ir vakarų Lietuvos regionas","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","60008"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Alytaus apskritis","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","3615"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Alytaus m. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.",
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Alytaus r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","1720"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Druskininkų sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","48"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Lazdijų r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","1415"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Varėnos r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","432"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Kauno apskritis","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","6471"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Birštono sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","39"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Jonavos r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","701"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Kaišiadorių r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","750"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Kauno m. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.",
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Kauno r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","767"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Kėdainių r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","1909"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Prienų r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","1048"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Raseinių r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","1257"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Klaipėdos apskritis","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","7952"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Klaipėdos m. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.",
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Klaipėdos r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","1485"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Kretingos r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","793"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Neringos sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.",
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Palangos m. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.",
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Skuodo r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","2462"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Šilutės r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","3212"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Marijampolės apskritis","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","5467"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Kalvarijos sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","766"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Kazlų Rūdos sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","304"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Marijampolės sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","1542"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Marijampolės r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.",
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Šakių r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","1105"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Vilkaviškio r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","1750"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Panevėžio apskritis","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","5172"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Biržų r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","730"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Kupiškio r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","734"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Panevėžio m. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.",
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Panevėžio r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","1700"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Pasvalio r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","1213"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Rokiškio r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","795"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Šiaulių apskritis","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","8869"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Akmenės r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","390"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Joniškio r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","661"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Kelmės r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","2983"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Pakruojo r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","1208"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Radviliškio r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","1240"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Šiaulių m. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","1"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Šiaulių r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","2386"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Tauragės apskritis","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","10962"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Jurbarko r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","764"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Pagėgių sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","1645"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Šilalės r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","6305"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Tauragės r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","2248"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Telšių apskritis","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","7602"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Mažeikių r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","1211"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Plungės r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","2882"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Rietavo sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","996"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Telšių r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","2513"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Utenos apskritis","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","3898"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Anykščių r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","1249"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Ignalinos r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","304"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Molėtų r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","922"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Utenos r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","819"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Visagino sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.",
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Zarasų r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","604"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Lietuvos Respublika","Buliukai veislei iki 1 metų","vnt.","24490"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Sostinės regionas","Buliukai veislei iki 1 metų","vnt.","1084"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Vilniaus apskritis","Buliukai veislei iki 1 metų","vnt.","1084"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Elektrėnų sav.","Buliukai veislei iki 1 metų","vnt.","54"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Šalčininkų r. sav.","Buliukai veislei iki 1 metų","vnt.","196"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Širvintų r. sav.","Buliukai veislei iki 1 metų","vnt.","134"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Švenčionių r. sav.","Buliukai veislei iki 1 metų","vnt.","47"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Trakų r. sav.","Buliukai veislei iki 1 metų","vnt.","36"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Ukmergės r. sav.","Buliukai veislei iki 1 metų","vnt.","402"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Vilniaus m. sav.","Buliukai veislei iki 1 metų","vnt.","6"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Vilniaus r. sav.","Buliukai veislei iki 1 metų","vnt.","209"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Vidurio ir vakarų Lietuvos regionas","Buliukai veislei iki 1 metų","vnt.","23406"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Alytaus apskritis","Buliukai veislei iki 1 metų","vnt.","977"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Alytaus m. sav.","Buliukai veislei iki 1 metų","vnt.",
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Alytaus r. sav.","Buliukai veislei iki 1 metų","vnt.","409"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Druskininkų sav.","Buliukai veislei iki 1 metų","vnt.","33"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Lazdijų r. sav.","Buliukai veislei iki 1 metų","vnt.","389"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Varėnos r. sav.","Buliukai veislei iki 1 metų","vnt.","146"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Kauno apskritis","Buliukai veislei iki 1 metų","vnt.","2520"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Birštono sav.","Buliukai veislei iki 1 metų","vnt.","37"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Jonavos r. sav.","Buliukai veislei iki 1 metų","vnt.","113"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Kaišiadorių r. sav.","Buliukai veislei iki 1 metų","vnt.","290"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Kauno m. sav.","Buliukai veislei iki 1 metų","vnt.","72"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Kauno r. sav.","Buliukai veislei iki 1 metų","vnt.","619"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Kėdainių r. sav.","Buliukai veislei iki 1 metų","vnt.","364"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Prienų r. sav.","Buliukai veislei iki 1 metų","vnt.","512"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Raseinių r. sav.","Buliukai veislei iki 1 metų","vnt.","513"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Klaipėdos apskritis","Buliukai veislei iki 1 metų","vnt.","4017"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Klaipėdos m. sav.","Buliukai veislei iki 1 metų","vnt.","1"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Klaipėdos r. sav.","Buliukai veislei iki 1 metų","vnt.","840"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Kretingos r. sav.","Buliukai veislei iki 1 metų","vnt.","241"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Neringos sav.","Buliukai veislei iki 1 metų","vnt.",
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Palangos m. sav.","Buliukai veislei iki 1 metų","vnt.",
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Skuodo r. sav.","Buliukai veislei iki 1 metų","vnt.","716"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Šilutės r. sav.","Buliukai veislei iki 1 metų","vnt.","2219"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Marijampolės apskritis","Buliukai veislei iki 1 metų","vnt.","1002"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Kalvarijos sav.","Buliukai veislei iki 1 metų","vnt.","195"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Kazlų Rūdos sav.","Buliukai veislei iki 1 metų","vnt.","68"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Marijampolės sav.","Buliukai veislei iki 1 metų","vnt.","341"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Marijampolės r. sav.","Buliukai veislei iki 1 metų","vnt.",
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Šakių r. sav.","Buliukai veislei iki 1 metų","vnt.","259"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Vilkaviškio r. sav.","Buliukai veislei iki 1 metų","vnt.","139"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Panevėžio apskritis","Buliukai veislei iki 1 metų","vnt.","2288"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Biržų r. sav.","Buliukai veislei iki 1 metų","vnt.","337"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Kupiškio r. sav.","Buliukai veislei iki 1 metų","vnt.","388"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Panevėžio m. sav.","Buliukai veislei iki 1 metų","vnt.",
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Panevėžio r. sav.","Buliukai veislei iki 1 metų","vnt.","307"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Pasvalio r. sav.","Buliukai veislei iki 1 metų","vnt.","629"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Rokiškio r. sav.","Buliukai veislei iki 1 metų","vnt.","627"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Šiaulių apskritis","Buliukai veislei iki 1 metų","vnt.","3407"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Akmenės r. sav.","Buliukai veislei iki 1 metų","vnt.","346"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Joniškio r. sav.","Buliukai veislei iki 1 metų","vnt.","268"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Kelmės r. sav.","Buliukai veislei iki 1 metų","vnt.","1066"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Pakruojo r. sav.","Buliukai veislei iki 1 metų","vnt.","824"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Radviliškio r. sav.","Buliukai veislei iki 1 metų","vnt.","509"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Šiaulių m. sav.","Buliukai veislei iki 1 metų","vnt.",
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Šiaulių r. sav.","Buliukai veislei iki 1 metų","vnt.","394"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Tauragės apskritis","Buliukai veislei iki 1 metų","vnt.","3573"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Jurbarko r. sav.","Buliukai veislei iki 1 metų","vnt.","453"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Pagėgių sav.","Buliukai veislei iki 1 metų","vnt.","896"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Šilalės r. sav.","Buliukai veislei iki 1 metų","vnt.","1305"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Tauragės r. sav.","Buliukai veislei iki 1 metų","vnt.","919"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Telšių apskritis","Buliukai veislei iki 1 metų","vnt.","3375"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Mažeikių r. sav.","Buliukai veislei iki 1 metų","vnt.","425"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Plungės r. sav.","Buliukai veislei iki 1 metų","vnt.","1326"
"2020","Gyvulių ir paukščių skaičius metų pradžioje","Rietavo sav.","Buliukai veislei iki 1 metų","vnt.","207"
