"Laikotarpis","Rodiklis","Administracinė teritorija","Gyvulių ir paukščių rūšys","Matavimo vienetai","Reikšmė"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Elektrėnų sav.","Telyčios veislei 2 metų ir vyresnės","vnt.","92"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Šalčininkų r. sav.","Telyčios veislei 2 metų ir vyresnės","vnt.","301"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Širvintų r. sav.","Telyčios veislei 2 metų ir vyresnės","vnt.","536"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Švenčionių r. sav.","Telyčios veislei 2 metų ir vyresnės","vnt.","234"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Trakų r. sav.","Telyčios veislei 2 metų ir vyresnės","vnt.","163"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Ukmergės r. sav.","Telyčios veislei 2 metų ir vyresnės","vnt.","461"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Vilniaus m. sav.","Telyčios veislei 2 metų ir vyresnės","vnt.","6"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Vilniaus r. sav.","Telyčios veislei 2 metų ir vyresnės","vnt.","261"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Vidurio ir vakarų Lietuvos regionas","Telyčios veislei 2 metų ir vyresnės","vnt.","34306"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Alytaus apskritis","Telyčios veislei 2 metų ir vyresnės","vnt.","1979"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Alytaus m. sav.","Telyčios veislei 2 metų ir vyresnės","vnt.",
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Alytaus r. sav.","Telyčios veislei 2 metų ir vyresnės","vnt.","767"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Druskininkų sav.","Telyčios veislei 2 metų ir vyresnės","vnt.","73"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Lazdijų r. sav.","Telyčios veislei 2 metų ir vyresnės","vnt.","905"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Varėnos r. sav.","Telyčios veislei 2 metų ir vyresnės","vnt.","234"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Kauno apskritis","Telyčios veislei 2 metų ir vyresnės","vnt.","3696"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Birštono sav.","Telyčios veislei 2 metų ir vyresnės","vnt.","59"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Jonavos r. sav.","Telyčios veislei 2 metų ir vyresnės","vnt.","168"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Kaišiadorių r. sav.","Telyčios veislei 2 metų ir vyresnės","vnt.","368"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Kauno m. sav.","Telyčios veislei 2 metų ir vyresnės","vnt.","1"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Kauno r. sav.","Telyčios veislei 2 metų ir vyresnės","vnt.","624"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Kėdainių r. sav.","Telyčios veislei 2 metų ir vyresnės","vnt.","630"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Prienų r. sav.","Telyčios veislei 2 metų ir vyresnės","vnt.","814"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Raseinių r. sav.","Telyčios veislei 2 metų ir vyresnės","vnt.","1032"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Klaipėdos apskritis","Telyčios veislei 2 metų ir vyresnės","vnt.","4656"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Klaipėdos m. sav.","Telyčios veislei 2 metų ir vyresnės","vnt.",
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Klaipėdos r. sav.","Telyčios veislei 2 metų ir vyresnės","vnt.","818"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Kretingos r. sav.","Telyčios veislei 2 metų ir vyresnės","vnt.","402"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Neringos sav.","Telyčios veislei 2 metų ir vyresnės","vnt.",
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Palangos m. sav.","Telyčios veislei 2 metų ir vyresnės","vnt.",
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Skuodo r. sav.","Telyčios veislei 2 metų ir vyresnės","vnt.","982"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Šilutės r. sav.","Telyčios veislei 2 metų ir vyresnės","vnt.","2454"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Marijampolės apskritis","Telyčios veislei 2 metų ir vyresnės","vnt.","3620"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Kalvarijos sav.","Telyčios veislei 2 metų ir vyresnės","vnt.","557"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Kazlų Rūdos sav.","Telyčios veislei 2 metų ir vyresnės","vnt.","213"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Marijampolės sav.","Telyčios veislei 2 metų ir vyresnės","vnt.","769"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Marijampolės r. sav.","Telyčios veislei 2 metų ir vyresnės","vnt.",
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Šakių r. sav.","Telyčios veislei 2 metų ir vyresnės","vnt.","1509"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Vilkaviškio r. sav.","Telyčios veislei 2 metų ir vyresnės","vnt.","572"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Panevėžio apskritis","Telyčios veislei 2 metų ir vyresnės","vnt.","4541"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Biržų r. sav.","Telyčios veislei 2 metų ir vyresnės","vnt.","618"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Kupiškio r. sav.","Telyčios veislei 2 metų ir vyresnės","vnt.","426"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Panevėžio m. sav.","Telyčios veislei 2 metų ir vyresnės","vnt.",
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Panevėžio r. sav.","Telyčios veislei 2 metų ir vyresnės","vnt.","1016"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Pasvalio r. sav.","Telyčios veislei 2 metų ir vyresnės","vnt.","1909"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Rokiškio r. sav.","Telyčios veislei 2 metų ir vyresnės","vnt.","572"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Šiaulių apskritis","Telyčios veislei 2 metų ir vyresnės","vnt.","4283"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Akmenės r. sav.","Telyčios veislei 2 metų ir vyresnės","vnt.","40"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Joniškio r. sav.","Telyčios veislei 2 metų ir vyresnės","vnt.","525"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Kelmės r. sav.","Telyčios veislei 2 metų ir vyresnės","vnt.","1224"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Pakruojo r. sav.","Telyčios veislei 2 metų ir vyresnės","vnt.","1122"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Radviliškio r. sav.","Telyčios veislei 2 metų ir vyresnės","vnt.","845"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Šiaulių m. sav.","Telyčios veislei 2 metų ir vyresnės","vnt.",
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Šiaulių r. sav.","Telyčios veislei 2 metų ir vyresnės","vnt.","527"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Tauragės apskritis","Telyčios veislei 2 metų ir vyresnės","vnt.","4796"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Jurbarko r. sav.","Telyčios veislei 2 metų ir vyresnės","vnt.","587"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Pagėgių sav.","Telyčios veislei 2 metų ir vyresnės","vnt.","1301"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Šilalės r. sav.","Telyčios veislei 2 metų ir vyresnės","vnt.","1784"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Tauragės r. sav.","Telyčios veislei 2 metų ir vyresnės","vnt.","1124"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Telšių apskritis","Telyčios veislei 2 metų ir vyresnės","vnt.","3800"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Mažeikių r. sav.","Telyčios veislei 2 metų ir vyresnės","vnt.","540"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Plungės r. sav.","Telyčios veislei 2 metų ir vyresnės","vnt.","1213"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Rietavo sav.","Telyčios veislei 2 metų ir vyresnės","vnt.","388"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Telšių r. sav.","Telyčios veislei 2 metų ir vyresnės","vnt.","1659"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Utenos apskritis","Telyčios veislei 2 metų ir vyresnės","vnt.","2935"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Anykščių r. sav.","Telyčios veislei 2 metų ir vyresnės","vnt.","743"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Ignalinos r. sav.","Telyčios veislei 2 metų ir vyresnės","vnt.","354"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Molėtų r. sav.","Telyčios veislei 2 metų ir vyresnės","vnt.","498"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Utenos r. sav.","Telyčios veislei 2 metų ir vyresnės","vnt.","898"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Visagino sav.","Telyčios veislei 2 metų ir vyresnės","vnt.",
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Zarasų r. sav.","Telyčios veislei 2 metų ir vyresnės","vnt.","442"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Lietuvos Respublika","Karvės (melžiamos 2 metų ir vyresnės)","vnt.","224181"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Sostinės regionas","Karvės (melžiamos 2 metų ir vyresnės)","vnt.","6474"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Vilniaus apskritis","Karvės (melžiamos 2 metų ir vyresnės)","vnt.","6474"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Elektrėnų sav.","Karvės (melžiamos 2 metų ir vyresnės)","vnt.","284"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Šalčininkų r. sav.","Karvės (melžiamos 2 metų ir vyresnės)","vnt.","960"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Širvintų r. sav.","Karvės (melžiamos 2 metų ir vyresnės)","vnt.","745"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Švenčionių r. sav.","Karvės (melžiamos 2 metų ir vyresnės)","vnt.","947"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Trakų r. sav.","Karvės (melžiamos 2 metų ir vyresnės)","vnt.","442"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Ukmergės r. sav.","Karvės (melžiamos 2 metų ir vyresnės)","vnt.","2371"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Vilniaus m. sav.","Karvės (melžiamos 2 metų ir vyresnės)","vnt.","18"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Vilniaus r. sav.","Karvės (melžiamos 2 metų ir vyresnės)","vnt.","707"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Vidurio ir vakarų Lietuvos regionas","Karvės (melžiamos 2 metų ir vyresnės)","vnt.","217707"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Alytaus apskritis","Karvės (melžiamos 2 metų ir vyresnės)","vnt.","10330"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Alytaus m. sav.","Karvės (melžiamos 2 metų ir vyresnės)","vnt.","4"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Alytaus r. sav.","Karvės (melžiamos 2 metų ir vyresnės)","vnt.","5533"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Druskininkų sav.","Karvės (melžiamos 2 metų ir vyresnės)","vnt.","206"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Lazdijų r. sav.","Karvės (melžiamos 2 metų ir vyresnės)","vnt.","3952"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Varėnos r. sav.","Karvės (melžiamos 2 metų ir vyresnės)","vnt.","635"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Kauno apskritis","Karvės (melžiamos 2 metų ir vyresnės)","vnt.","25091"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Birštono sav.","Karvės (melžiamos 2 metų ir vyresnės)","vnt.","160"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Jonavos r. sav.","Karvės (melžiamos 2 metų ir vyresnės)","vnt.","2295"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Kaišiadorių r. sav.","Karvės (melžiamos 2 metų ir vyresnės)","vnt.","1108"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Kauno m. sav.","Karvės (melžiamos 2 metų ir vyresnės)","vnt.","10"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Kauno r. sav.","Karvės (melžiamos 2 metų ir vyresnės)","vnt.","4585"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Kėdainių r. sav.","Karvės (melžiamos 2 metų ir vyresnės)","vnt.","6083"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Prienų r. sav.","Karvės (melžiamos 2 metų ir vyresnės)","vnt.","3762"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Raseinių r. sav.","Karvės (melžiamos 2 metų ir vyresnės)","vnt.","7088"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Klaipėdos apskritis","Karvės (melžiamos 2 metų ir vyresnės)","vnt.","24473"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Klaipėdos m. sav.","Karvės (melžiamos 2 metų ir vyresnės)","vnt.",
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Klaipėdos r. sav.","Karvės (melžiamos 2 metų ir vyresnės)","vnt.","3339"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Kretingos r. sav.","Karvės (melžiamos 2 metų ir vyresnės)","vnt.","2009"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Neringos sav.","Karvės (melžiamos 2 metų ir vyresnės)","vnt.",
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Palangos m. sav.","Karvės (melžiamos 2 metų ir vyresnės)","vnt.",
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Skuodo r. sav.","Karvės (melžiamos 2 metų ir vyresnės)","vnt.","8703"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Šilutės r. sav.","Karvės (melžiamos 2 metų ir vyresnės)","vnt.","10422"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Marijampolės apskritis","Karvės (melžiamos 2 metų ir vyresnės)","vnt.","26180"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Kalvarijos sav.","Karvės (melžiamos 2 metų ir vyresnės)","vnt.","3499"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Kazlų Rūdos sav.","Karvės (melžiamos 2 metų ir vyresnės)","vnt.","1877"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Marijampolės sav.","Karvės (melžiamos 2 metų ir vyresnės)","vnt.","5365"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Marijampolės r. sav.","Karvės (melžiamos 2 metų ir vyresnės)","vnt.",
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Šakių r. sav.","Karvės (melžiamos 2 metų ir vyresnės)","vnt.","10787"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Vilkaviškio r. sav.","Karvės (melžiamos 2 metų ir vyresnės)","vnt.","4652"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Panevėžio apskritis","Karvės (melžiamos 2 metų ir vyresnės)","vnt.","29422"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Biržų r. sav.","Karvės (melžiamos 2 metų ir vyresnės)","vnt.","5360"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Kupiškio r. sav.","Karvės (melžiamos 2 metų ir vyresnės)","vnt.","3386"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Panevėžio m. sav.","Karvės (melžiamos 2 metų ir vyresnės)","vnt.",
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Panevėžio r. sav.","Karvės (melžiamos 2 metų ir vyresnės)","vnt.","7713"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Pasvalio r. sav.","Karvės (melžiamos 2 metų ir vyresnės)","vnt.","9879"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Rokiškio r. sav.","Karvės (melžiamos 2 metų ir vyresnės)","vnt.","3084"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Šiaulių apskritis","Karvės (melžiamos 2 metų ir vyresnės)","vnt.","33470"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Akmenės r. sav.","Karvės (melžiamos 2 metų ir vyresnės)","vnt.","1440"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Joniškio r. sav.","Karvės (melžiamos 2 metų ir vyresnės)","vnt.","3950"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Kelmės r. sav.","Karvės (melžiamos 2 metų ir vyresnės)","vnt.","8461"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Pakruojo r. sav.","Karvės (melžiamos 2 metų ir vyresnės)","vnt.","8447"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Radviliškio r. sav.","Karvės (melžiamos 2 metų ir vyresnės)","vnt.","6505"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Šiaulių m. sav.","Karvės (melžiamos 2 metų ir vyresnės)","vnt.","1"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Šiaulių r. sav.","Karvės (melžiamos 2 metų ir vyresnės)","vnt.","4666"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Tauragės apskritis","Karvės (melžiamos 2 metų ir vyresnės)","vnt.","35198"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Jurbarko r. sav.","Karvės (melžiamos 2 metų ir vyresnės)","vnt.","5703"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Pagėgių sav.","Karvės (melžiamos 2 metų ir vyresnės)","vnt.","6944"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Šilalės r. sav.","Karvės (melžiamos 2 metų ir vyresnės)","vnt.","14517"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Tauragės r. sav.","Karvės (melžiamos 2 metų ir vyresnės)","vnt.","8034"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Telšių apskritis","Karvės (melžiamos 2 metų ir vyresnės)","vnt.","22458"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Mažeikių r. sav.","Karvės (melžiamos 2 metų ir vyresnės)","vnt.","3606"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Plungės r. sav.","Karvės (melžiamos 2 metų ir vyresnės)","vnt.","6909"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Rietavo sav.","Karvės (melžiamos 2 metų ir vyresnės)","vnt.","2614"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Telšių r. sav.","Karvės (melžiamos 2 metų ir vyresnės)","vnt.","9329"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Utenos apskritis","Karvės (melžiamos 2 metų ir vyresnės)","vnt.","11085"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Anykščių r. sav.","Karvės (melžiamos 2 metų ir vyresnės)","vnt.","3449"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Ignalinos r. sav.","Karvės (melžiamos 2 metų ir vyresnės)","vnt.","1417"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Molėtų r. sav.","Karvės (melžiamos 2 metų ir vyresnės)","vnt.","1838"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Utenos r. sav.","Karvės (melžiamos 2 metų ir vyresnės)","vnt.","3213"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Visagino sav.","Karvės (melžiamos 2 metų ir vyresnės)","vnt.",
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Zarasų r. sav.","Karvės (melžiamos 2 metų ir vyresnės)","vnt.","1168"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Lietuvos Respublika","Karvės žindenės 2 metų ir vyresnės","vnt.","65647"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Sostinės regionas","Karvės žindenės 2 metų ir vyresnės","vnt.","4980"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Vilniaus apskritis","Karvės žindenės 2 metų ir vyresnės","vnt.","4980"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Elektrėnų sav.","Karvės žindenės 2 metų ir vyresnės","vnt.","378"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Šalčininkų r. sav.","Karvės žindenės 2 metų ir vyresnės","vnt.","880"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Širvintų r. sav.","Karvės žindenės 2 metų ir vyresnės","vnt.","1151"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Švenčionių r. sav.","Karvės žindenės 2 metų ir vyresnės","vnt.","297"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Trakų r. sav.","Karvės žindenės 2 metų ir vyresnės","vnt.","352"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Ukmergės r. sav.","Karvės žindenės 2 metų ir vyresnės","vnt.","1321"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Vilniaus m. sav.","Karvės žindenės 2 metų ir vyresnės","vnt.","5"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Vilniaus r. sav.","Karvės žindenės 2 metų ir vyresnės","vnt.","596"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Vidurio ir vakarų Lietuvos regionas","Karvės žindenės 2 metų ir vyresnės","vnt.","60667"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Alytaus apskritis","Karvės žindenės 2 metų ir vyresnės","vnt.","6541"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Alytaus m. sav.","Karvės žindenės 2 metų ir vyresnės","vnt.",
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Alytaus r. sav.","Karvės žindenės 2 metų ir vyresnės","vnt.","2267"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Druskininkų sav.","Karvės žindenės 2 metų ir vyresnės","vnt.","320"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Lazdijų r. sav.","Karvės žindenės 2 metų ir vyresnės","vnt.","2931"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Varėnos r. sav.","Karvės žindenės 2 metų ir vyresnės","vnt.","1023"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Kauno apskritis","Karvės žindenės 2 metų ir vyresnės","vnt.","6554"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Birštono sav.","Karvės žindenės 2 metų ir vyresnės","vnt.","72"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Jonavos r. sav.","Karvės žindenės 2 metų ir vyresnės","vnt.","349"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Kaišiadorių r. sav.","Karvės žindenės 2 metų ir vyresnės","vnt.","1124"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Kauno m. sav.","Karvės žindenės 2 metų ir vyresnės","vnt.","3"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Kauno r. sav.","Karvės žindenės 2 metų ir vyresnės","vnt.","607"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Kėdainių r. sav.","Karvės žindenės 2 metų ir vyresnės","vnt.","857"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Prienų r. sav.","Karvės žindenės 2 metų ir vyresnės","vnt.","1364"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Raseinių r. sav.","Karvės žindenės 2 metų ir vyresnės","vnt.","2178"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Klaipėdos apskritis","Karvės žindenės 2 metų ir vyresnės","vnt.","9056"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Klaipėdos m. sav.","Karvės žindenės 2 metų ir vyresnės","vnt.",
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Klaipėdos r. sav.","Karvės žindenės 2 metų ir vyresnės","vnt.","1782"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Kretingos r. sav.","Karvės žindenės 2 metų ir vyresnės","vnt.","803"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Neringos sav.","Karvės žindenės 2 metų ir vyresnės","vnt.",
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Palangos m. sav.","Karvės žindenės 2 metų ir vyresnės","vnt.",
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Skuodo r. sav.","Karvės žindenės 2 metų ir vyresnės","vnt.","1512"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Šilutės r. sav.","Karvės žindenės 2 metų ir vyresnės","vnt.","4959"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Marijampolės apskritis","Karvės žindenės 2 metų ir vyresnės","vnt.","3714"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Kalvarijos sav.","Karvės žindenės 2 metų ir vyresnės","vnt.","671"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Kazlų Rūdos sav.","Karvės žindenės 2 metų ir vyresnės","vnt.","312"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Marijampolės sav.","Karvės žindenės 2 metų ir vyresnės","vnt.","750"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Marijampolės r. sav.","Karvės žindenės 2 metų ir vyresnės","vnt.",
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Šakių r. sav.","Karvės žindenės 2 metų ir vyresnės","vnt.","600"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Vilkaviškio r. sav.","Karvės žindenės 2 metų ir vyresnės","vnt.","1381"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Panevėžio apskritis","Karvės žindenės 2 metų ir vyresnės","vnt.","3254"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Biržų r. sav.","Karvės žindenės 2 metų ir vyresnės","vnt.","804"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Kupiškio r. sav.","Karvės žindenės 2 metų ir vyresnės","vnt.","586"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Panevėžio m. sav.","Karvės žindenės 2 metų ir vyresnės","vnt.",
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Panevėžio r. sav.","Karvės žindenės 2 metų ir vyresnės","vnt.","524"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Pasvalio r. sav.","Karvės žindenės 2 metų ir vyresnės","vnt.","349"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Rokiškio r. sav.","Karvės žindenės 2 metų ir vyresnės","vnt.","991"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Šiaulių apskritis","Karvės žindenės 2 metų ir vyresnės","vnt.","5065"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Akmenės r. sav.","Karvės žindenės 2 metų ir vyresnės","vnt.","181"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Joniškio r. sav.","Karvės žindenės 2 metų ir vyresnės","vnt.","326"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Kelmės r. sav.","Karvės žindenės 2 metų ir vyresnės","vnt.","3340"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Pakruojo r. sav.","Karvės žindenės 2 metų ir vyresnės","vnt.","148"
"2023","Gyvulių ir paukščių skaičius metų pradžioje","Radviliškio r. sav.","Karvės žindenės 2 metų ir vyresnės","vnt.","564"
