"Laikotarpis","Rodiklis","Administracinė teritorija","Gyvulių ir paukščių rūšys","Matavimo vienetai","Reikšmė"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Kaišiadorių r. sav.","Galvijai, iš viso","vnt.","5433"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Kauno m. sav.","Galvijai, iš viso","vnt.","22"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Kauno r. sav.","Galvijai, iš viso","vnt.","12058"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Kėdainių r. sav.","Galvijai, iš viso","vnt.","15302"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Prienų r. sav.","Galvijai, iš viso","vnt.","11714"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Raseinių r. sav.","Galvijai, iš viso","vnt.","16758"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Klaipėdos apskritis","Galvijai, iš viso","vnt.","79385"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Klaipėdos m. sav.","Galvijai, iš viso","vnt.",
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Klaipėdos r. sav.","Galvijai, iš viso","vnt.","13256"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Kretingos r. sav.","Galvijai, iš viso","vnt.","6063"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Neringos sav.","Galvijai, iš viso","vnt.",
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Palangos m. sav.","Galvijai, iš viso","vnt.",
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Skuodo r. sav.","Galvijai, iš viso","vnt.","21530"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Šilutės r. sav.","Galvijai, iš viso","vnt.","38536"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Marijampolės apskritis","Galvijai, iš viso","vnt.","59146"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Kalvarijos sav.","Galvijai, iš viso","vnt.","8645"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Kazlų Rūdos sav.","Galvijai, iš viso","vnt.","4114"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Marijampolės sav.","Galvijai, iš viso","vnt.","12848"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Marijampolės r. sav.","Galvijai, iš viso","vnt.",
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Šakių r. sav.","Galvijai, iš viso","vnt.","22530"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Vilkaviškio r. sav.","Galvijai, iš viso","vnt.","11009"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Panevėžio apskritis","Galvijai, iš viso","vnt.","66648"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Biržų r. sav.","Galvijai, iš viso","vnt.","10989"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Kupiškio r. sav.","Galvijai, iš viso","vnt.","7693"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Panevėžio m. sav.","Galvijai, iš viso","vnt.",
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Panevėžio r. sav.","Galvijai, iš viso","vnt.","17600"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Pasvalio r. sav.","Galvijai, iš viso","vnt.","21841"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Rokiškio r. sav.","Galvijai, iš viso","vnt.","8525"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Šiaulių apskritis","Galvijai, iš viso","vnt.","78677"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Akmenės r. sav.","Galvijai, iš viso","vnt.","3876"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Joniškio r. sav.","Galvijai, iš viso","vnt.","8996"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Kelmės r. sav.","Galvijai, iš viso","vnt.","23347"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Pakruojo r. sav.","Galvijai, iš viso","vnt.","18268"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Radviliškio r. sav.","Galvijai, iš viso","vnt.","13860"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Šiaulių m. sav.","Galvijai, iš viso","vnt.","3"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Šiaulių r. sav.","Galvijai, iš viso","vnt.","10327"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Tauragės apskritis","Galvijai, iš viso","vnt.","95623"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Jurbarko r. sav.","Galvijai, iš viso","vnt.","11077"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Pagėgių sav.","Galvijai, iš viso","vnt.","20336"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Šilalės r. sav.","Galvijai, iš viso","vnt.","42300"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Tauragės r. sav.","Galvijai, iš viso","vnt.","21910"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Telšių apskritis","Galvijai, iš viso","vnt.","68784"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Mažeikių r. sav.","Galvijai, iš viso","vnt.","9460"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Plungės r. sav.","Galvijai, iš viso","vnt.","22500"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Rietavo sav.","Galvijai, iš viso","vnt.","8278"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Telšių r. sav.","Galvijai, iš viso","vnt.","28546"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Utenos apskritis","Galvijai, iš viso","vnt.","44166"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Anykščių r. sav.","Galvijai, iš viso","vnt.","11713"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Ignalinos r. sav.","Galvijai, iš viso","vnt.","5230"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Molėtų r. sav.","Galvijai, iš viso","vnt.","8760"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Utenos r. sav.","Galvijai, iš viso","vnt.","11743"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Visagino sav.","Galvijai, iš viso","vnt.","1"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Zarasų r. sav.","Galvijai, iš viso","vnt.","6719"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Lietuvos Respublika","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","57476"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Sostinės regionas","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","2257"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Vilniaus apskritis","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","2257"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Elektrėnų sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","199"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Šalčininkų r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","384"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Širvintų r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","420"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Švenčionių r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","265"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Trakų r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","94"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Ukmergės r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","533"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Vilniaus m. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","4"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Vilniaus r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","358"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Vidurio ir vakarų Lietuvos regionas","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","55219"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Alytaus apskritis","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","4084"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Alytaus m. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.",
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Alytaus r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","1791"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Druskininkų sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","70"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Lazdijų r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","1800"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Varėnos r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","423"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Kauno apskritis","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","5534"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Birštono sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","48"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Jonavos r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","510"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Kaišiadorių r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","868"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Kauno m. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","2"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Kauno r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","847"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Kėdainių r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","1087"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Prienų r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","1144"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Raseinių r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","1028"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Klaipėdos apskritis","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","8084"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Klaipėdos m. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.",
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Klaipėdos r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","1452"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Kretingos r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","635"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Neringos sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.",
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Palangos m. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.",
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Skuodo r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","2690"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Šilutės r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","3307"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Marijampolės apskritis","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","4142"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Kalvarijos sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","808"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Kazlų Rūdos sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","369"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Marijampolės sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","572"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Marijampolės r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.",
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Šakių r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","1041"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Vilkaviškio r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","1352"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Panevėžio apskritis","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","3668"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Biržų r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","617"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Kupiškio r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","754"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Panevėžio m. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.",
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Panevėžio r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","967"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Pasvalio r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","696"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Rokiškio r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","634"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Šiaulių apskritis","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","6634"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Akmenės r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","114"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Joniškio r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","477"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Kelmės r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","2898"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Pakruojo r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","838"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Radviliškio r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","946"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Šiaulių m. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","1"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Šiaulių r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","1360"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Tauragės apskritis","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","10838"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Jurbarko r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","765"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Pagėgių sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","1955"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Šilalės r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","5854"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Tauragės r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","2264"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Telšių apskritis","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","7823"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Mažeikių r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","999"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Plungės r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","2719"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Rietavo sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","1077"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Telšių r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","3028"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Utenos apskritis","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","4412"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Anykščių r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","1211"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Ignalinos r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","310"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Molėtų r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","840"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Utenos r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","1159"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Visagino sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.",
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Zarasų r. sav.","Buliukai ir telyčaitės skersti iki 1 metų","vnt.","892"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Lietuvos Respublika","Buliukai veislei iki 1 metų","vnt.","24112"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Sostinės regionas","Buliukai veislei iki 1 metų","vnt.","1357"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Vilniaus apskritis","Buliukai veislei iki 1 metų","vnt.","1357"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Elektrėnų sav.","Buliukai veislei iki 1 metų","vnt.","170"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Šalčininkų r. sav.","Buliukai veislei iki 1 metų","vnt.","261"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Širvintų r. sav.","Buliukai veislei iki 1 metų","vnt.","184"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Švenčionių r. sav.","Buliukai veislei iki 1 metų","vnt.","79"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Trakų r. sav.","Buliukai veislei iki 1 metų","vnt.","96"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Ukmergės r. sav.","Buliukai veislei iki 1 metų","vnt.","384"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Vilniaus m. sav.","Buliukai veislei iki 1 metų","vnt.","1"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Vilniaus r. sav.","Buliukai veislei iki 1 metų","vnt.","182"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Vidurio ir vakarų Lietuvos regionas","Buliukai veislei iki 1 metų","vnt.","22755"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Alytaus apskritis","Buliukai veislei iki 1 metų","vnt.","1218"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Alytaus m. sav.","Buliukai veislei iki 1 metų","vnt.",
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Alytaus r. sav.","Buliukai veislei iki 1 metų","vnt.","429"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Druskininkų sav.","Buliukai veislei iki 1 metų","vnt.","76"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Lazdijų r. sav.","Buliukai veislei iki 1 metų","vnt.","546"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Varėnos r. sav.","Buliukai veislei iki 1 metų","vnt.","167"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Kauno apskritis","Buliukai veislei iki 1 metų","vnt.","1574"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Birštono sav.","Buliukai veislei iki 1 metų","vnt.","42"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Jonavos r. sav.","Buliukai veislei iki 1 metų","vnt.","107"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Kaišiadorių r. sav.","Buliukai veislei iki 1 metų","vnt.","272"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Kauno m. sav.","Buliukai veislei iki 1 metų","vnt.",
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Kauno r. sav.","Buliukai veislei iki 1 metų","vnt.","170"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Kėdainių r. sav.","Buliukai veislei iki 1 metų","vnt.","137"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Prienų r. sav.","Buliukai veislei iki 1 metų","vnt.","420"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Raseinių r. sav.","Buliukai veislei iki 1 metų","vnt.","426"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Klaipėdos apskritis","Buliukai veislei iki 1 metų","vnt.","4381"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Klaipėdos m. sav.","Buliukai veislei iki 1 metų","vnt.",
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Klaipėdos r. sav.","Buliukai veislei iki 1 metų","vnt.","1054"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Kretingos r. sav.","Buliukai veislei iki 1 metų","vnt.","167"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Neringos sav.","Buliukai veislei iki 1 metų","vnt.",
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Palangos m. sav.","Buliukai veislei iki 1 metų","vnt.",
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Skuodo r. sav.","Buliukai veislei iki 1 metų","vnt.","556"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Šilutės r. sav.","Buliukai veislei iki 1 metų","vnt.","2604"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Marijampolės apskritis","Buliukai veislei iki 1 metų","vnt.","837"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Kalvarijos sav.","Buliukai veislei iki 1 metų","vnt.","195"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Kazlų Rūdos sav.","Buliukai veislei iki 1 metų","vnt.","100"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Marijampolės sav.","Buliukai veislei iki 1 metų","vnt.","101"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Marijampolės r. sav.","Buliukai veislei iki 1 metų","vnt.",
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Šakių r. sav.","Buliukai veislei iki 1 metų","vnt.","225"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Vilkaviškio r. sav.","Buliukai veislei iki 1 metų","vnt.","216"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Panevėžio apskritis","Buliukai veislei iki 1 metų","vnt.","2192"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Biržų r. sav.","Buliukai veislei iki 1 metų","vnt.","347"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Kupiškio r. sav.","Buliukai veislei iki 1 metų","vnt.","222"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Panevėžio m. sav.","Buliukai veislei iki 1 metų","vnt.",
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Panevėžio r. sav.","Buliukai veislei iki 1 metų","vnt.","215"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Pasvalio r. sav.","Buliukai veislei iki 1 metų","vnt.","919"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Rokiškio r. sav.","Buliukai veislei iki 1 metų","vnt.","489"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Šiaulių apskritis","Buliukai veislei iki 1 metų","vnt.","2819"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Akmenės r. sav.","Buliukai veislei iki 1 metų","vnt.","488"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Joniškio r. sav.","Buliukai veislei iki 1 metų","vnt.","116"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Kelmės r. sav.","Buliukai veislei iki 1 metų","vnt.","917"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Pakruojo r. sav.","Buliukai veislei iki 1 metų","vnt.","537"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Radviliškio r. sav.","Buliukai veislei iki 1 metų","vnt.","505"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Šiaulių m. sav.","Buliukai veislei iki 1 metų","vnt.",
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Šiaulių r. sav.","Buliukai veislei iki 1 metų","vnt.","256"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Tauragės apskritis","Buliukai veislei iki 1 metų","vnt.","3845"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Jurbarko r. sav.","Buliukai veislei iki 1 metų","vnt.","448"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Pagėgių sav.","Buliukai veislei iki 1 metų","vnt.","1027"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Šilalės r. sav.","Buliukai veislei iki 1 metų","vnt.","1469"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Tauragės r. sav.","Buliukai veislei iki 1 metų","vnt.","901"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Telšių apskritis","Buliukai veislei iki 1 metų","vnt.","3481"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Mažeikių r. sav.","Buliukai veislei iki 1 metų","vnt.","350"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Plungės r. sav.","Buliukai veislei iki 1 metų","vnt.","1320"
"2024","Gyvulių ir paukščių skaičius metų pradžioje","Rietavo sav.","Buliukai veislei iki 1 metų","vnt.","317"
